,User,Pesan,Jam,Tanggal,Status,Saham
119,Benhan,"Membalas : Td pas pak HM bahas passion, sy trtarik hehe.. krn gini, ini kan arb msh 7%, dsaat arb 7% market koreksi trader2 yg bru join di
Pasang stoploss 5% aja dijamin aman dari ARB mau berapa persenpun. Asal bukan di saham yg ga liquid",9:45:22 PM,Friday March 26 2021,Negatif,AMAN
120,Denny Wang,"Membalas : Yup, swing low confirmed. Semoga 1 april akan jadi last chance to buy before start to retest 6550 lagi di april-Mei...
Untuk ihsg?  6050an itu sdh bottom nya pak jutha?  @JuthaBram 

Btw. Wskt cm turun sedikit meskipun lap keu jelek.. dijagain bandar?",6:51:53 PM,Friday March 26 2021,Negatif,WSKT
121,Jimi Yang,Essa ngamuk,2:32:02 PM,Friday March 26 2021,Negatif,ESSA
122,as s,bmri kemungkinan bid palsu dr tadi ga kuat2 nanjak  ,1:51:05 PM,Friday March 26 2021,Negatif,BMRI
123,Aho Lie,"Membalas : Langsung drop LPPF karena ga boleh mudik
Ini mksdnya pak kadg udh kita analisa dgn berbagai mcm ilmu e kena prank lgs koit   ",1:43:46 PM,Friday March 26 2021,Negatif,LPPF
124,Benhan,Langsung drop LPPF karena ga boleh mudik,1:42:49 PM,Friday March 26 2021,Negatif,LPPF
125,hery,"Membalas : Keinget saham MASA om, siapa tau ada cerita yg sama kd go private gitu , dpt durian runtuh kalo sahamnya bener
masa dah beberapa kali gagal go private nya. harganya kurang seru  ",1:35:34 PM,Friday March 26 2021,Negatif,MASA
126,Charles Prop,"Membalas : Keinget saham MASA om, siapa tau ada cerita yg sama kd go private gitu , dpt durian runtuh kalo sahamnya bener
Harus liat produk ny jg si pak kenapa bs mau go private. Sngt minim sekarang prusahaan mau go private apalagi lg pandemi gini BU semua",1:26:38 PM,Friday March 26 2021,Negatif,MASA
127,Aliong,"Membalas : Ya kalau kita uda tau mending menjauh saja pak.
Keinget saham MASA om, siapa tau ada cerita yg sama kd go private gitu  , dpt durian runtuh kalo sahamnya bener",1:24:16 PM,Friday March 26 2021,Negatif,MASA
128,Charles Prop,"Membalas : BBKP akan gitu2 aja selama masih ada Bosowa di dalamnya. Jangan disamakan lah
bosowa sudah tersangka tuh. dan mereka uda mulai lepas sahamnya pelan2. kemarin uda ilang 1% porsi bosowa",1:04:47 PM,Friday March 26 2021,Negatif,BBKP
129,Aho Lie,Ccsi kejam mau right issue bert 2 hr yglalu mau masuk kemrn lgs Ara sekrg lgs Arb sungguh....   ,1:03:57 PM,Friday March 26 2021,Negatif,CCSI
130,Charles Prop,"Membalas : Bakal lbh miris kalau lihat nya BDMN   Harga sisa 1/3
betul bdmn apalagi ya.. Jepang masuk di angka 9000an dibanting sampe 1000an kemarin corona wkwkwk",1:03:44 PM,Friday March 26 2021,Negatif,BDMN
131,Soebianto,"Membalas : harus lihat supirnya sih pak siapa gampangnya, kalau cuma liat siapa yg invest, tak kasih contoh saja. KB BUKOPIN pengendalinya
Bakal lbh miris kalau lihat nya BDMN  

Harga sisa 1/3",1:03:21 PM,Friday March 26 2021,Negatif,BDMN
132,Benhan,"Membalas : harus lihat supirnya sih pak siapa gampangnya, kalau cuma liat siapa yg invest, tak kasih contoh saja. KB BUKOPIN pengendalinya
BBKP akan gitu2 aja selama masih ada Bosowa di dalamnya. Jangan disamakan lah",1:03:10 PM,Friday March 26 2021,Negatif,BBKP
133,Charles Prop,"Membalas : Kalo udah masuk msci kenapa jadi kalem y ? Bandar yg ugal2an dulu pada ke mana? Takut ada satpamnya gitu sekrg y?
uda takut. MG aja uda jarang nongol di antm ",12:33:55 PM,Friday March 26 2021,Negatif,ANTM
134,Vincent,"Membalas : Yang seperti ARTO ini jarang2 mungkin setahun cuma ada 3-4 emiten yg growthnya secepat ini. All leading to momennya Gojek IPO. I
Tp pergerankannya udh curam pak. Sesuatu yg naik cepet turunnya cepet juga  ",11:46:03 AM,Friday March 26 2021,Negatif,ARTO
135,Virgaust,"Membalas : Tapi kayanya kudu ARA ini biar jebol resisten 496nya biar HTF kak  
it's ok lah gak HTF juga.
asal base nya kuat, apapun bisa terjadi  
kyk waktu itu IMAS gagal confirm pattern, tpi volume masih kecil. cuma delay 1 minggu sebelum :rocket::rocket::rocket:",9:45:12 AM,Friday March 26 2021,Negatif,IMAS
136,Eddie,"Baru 10 menit open, BBCA udh dijual asing 50M, awalan yg buruk bagi IHSG   ",9:10:44 AM,Friday March 26 2021,Negatif,BBCA
137,Bapakne Naila,"Membalas : Karena masih distribusi. Ini sama dengan SAME juga
Kalo saya sih ngira masih reakum lagi, bikin flag. Belum ada selling climaxnya, volume turun kmaren juga rendah",8:38:57 AM,Friday March 26 2021,Negatif,SAME
138,Erich,"Membalas : dah seperti ada truk melintang di jalan tol. gak bisa ke mana2. mau muterin tanjung harapan? berapa ribu km tuh.
lagian ga ikutan tren digital2 sih kayak ihsg   stuck kan..coba kapal digital, ga akan stuck lama gitu     ",8:16:00 AM,Friday March 26 2021,Negatif,TRUK
139,Wahyu Dwiyanto,"Membalas : Photo
Pak guru untuk SAME masih hold donk sampe sekarang,cz semenjak harga break EMA60 di 90an masih setia sm EMA 20 nya,, yakin sm EMTK ,,
Jualnya kalo trend berbalik arah EMA20 memotong kebawah EMA60",5:59:05 AM,Sunday March 28 2021,Netral,"EMTK,SAME"
140,Wahyu Dwiyanto,"Membalas : Mohon pendapat dari teman2 yang sudah senior di sini. Pertanyaan dari pemula. Mengenai saham DOID. Apa perlu diavg down ketik
Kalo sy,cz tipe trend folowing untuk kasus doid yg salah entri,,hold,CL bila candle close dibwh 432 n buyback/avgdown bila harga sentuh n mantul di EMA 20,pasang SL dibwh EMA 20",5:47:39 AM,Sunday March 28 2021,Netral,DOID
141,Rui :rocket: :speedboat::dancer: ,"Saya SAME tahun lalu sempat beli waktu break MA200D/MA50W tp masi pethakilan, belum tahu teknik2 entry yg bagus dan kapan kudu di hold jadinya ya dijual lg begitu cuan....

Andaikan saya hold   ",2:26:03 PM,Saturday March 27 2021,Netral,SAME
142,Fajar Oktavaria,"Membalas : Saya waktu itu beli jg agak tinggi Bu, avg d 1040, waktu menyentuh 990 saya CL, lalu sy pantau karena saya cukup yakin ini hanya
saya beruntung di smra untuk tetap bertahan mentalnya buat beli di deket area necklinenya    ",12:26:53 PM,Saturday March 27 2021,Netral,SMRA
143,Supriyanto,Kalo keseringan cutloss modal bisa abis... Kalo pake uang dingin mending hold aja,11:23:37 AM,Saturday March 27 2021,Netral,UANG
144,Rui :rocket: :speedboat::dancer: ,"Kalau boleh komen, ini bukan 3 black crows kak ... 3 black crows itu kalau openingnya selalu di tengah body sebelumnya lalu harga ditekan ke bawah lagi, 3 kali berturut2

SAME sudaha ada hammer 2 hari lalu, dan hari ini terdorong keatas tapi volume lebih kecil dari 2 hari lalu

Kalau saya pribadi akan menunggu di kisaran 416 - 420 lagi  
Ini adalah foto",10:18:00 PM,Friday March 26 2021,Netral,SAME
145,Severinus Utomo,"Saya juga sabar tuh pak dulu diem2 ngumpulin DOID bahkan pas nyungsep dibawah 300, bahkan IHSG gerak dia gerakannya gk jelas",9:21:29 PM,Friday March 26 2021,Netral,DOID
146,krm nugraha,"Membalas : antm sudah masuk msci harga sudah dijaga. ga akan sevolatile dulu lagi
kalo antm sih saya tinggal tdr aja  ",12:32:21 PM,Friday March 26 2021,Netral,ANTM
147,Arif Robani,Mari masih alot ya ke 270,9:42:54 AM,Friday March 26 2021,Netral,MARI
148,rigeladitya,"INCO area demand, ada yang lagi ngumpul in banyak banget.
Ini adalah foto",10:48:22 PM,Monday March 29 2021,Positif,INCO
149,Melvin E. S.,"Membalas : Photo
Tentu ada alasan naik tinggi. Yg sy ingat inkp tkim brpt dan tpia naik multibagger krn fundamentalnya bagus. Lompatan laba ratusan persen didukung penjualan yg juga naik dst..",9:54:45 PM,Monday March 29 2021,Positif,"BRPT,INKP,TKIM,TPIA"
150,Sales ERAA,"Membalas : Sales eraa ini beneran hehe
ERAA road to 3000
semoga semesta mendukung  ",9:15:08 PM,Monday March 29 2021,Positif,ERAA
151,Kaanz ,"Seperti nya CENT jg potensi membentuk cup and handle juga pak guru Eko Bawono , jika pola SSP gagal minggu ini, kalo dilihat dari volume jg mendukung, bagaimana dengan pendapat pak guru  time frame 4h
Ini adalah foto",9:06:59 PM,Monday March 29 2021,Positif,"CENT,POLA"
152,ando,Hrum knp kuat sendiri ya?,8:44:45 PM,Monday March 29 2021,Positif,HRUM
153,Rui :rocket: :speedboat::dancer: ,"Membalas : Ada yang bisa jelaskan kenapa bank mayapada arb berjilid2 pasca 3 hari cum date RI? Padahal pas sentimen bank mini terbang, may
Market tidak ada yang tahu pak, tidak semua RI bakalan sukses dan bagus, harusnya tetap berjaga2 ... saya lihat dari awal Maret sampai RI itu MAYA sempet digoreng kencang lho ... dari 3000an k 7000... itu juga diterbangkan kak",7:52:02 PM,Monday March 29 2021,Positif,"BANK,MAYA"
154,Del,"Membalas : Itu volume gede waktu ngangkat bandar atau retail ya?  Apa bukan bandar yg angkat ARA berjilid2 gitu? Kalo gitu bandar + retail
Good question, yg keluarin duit gede buat naikin harga dgn volum setinggi itu masih pada di dalem, suhu2 apa ada yg bs kasih pemcerahan?",7:22:05 PM,Monday March 29 2021,Positif,GOOD
155,Ikke,"takut ke 5.800 beneran gak sih tuh? kemrn udh gila2an, masa hr ini juga",7:15:26 PM,Monday March 29 2021,Positif,MASA
156,Fajar Oktavaria,"Membalas : mungkin member sini ada yg nyangkut di BNBA om, makanya dibahas
Kalo diliat pas naiknya itu banyak yang ngomongin sih disini, mungkin iya ada yang nyangkut",7:09:36 PM,Monday March 29 2021,Positif,"BNBA,SINI"
157,Rendi Setiawan,Ikan sesi 2 ara   ,2:50:54 PM,Monday March 29 2021,Positif,IKAN
158,Liem Peter,"candle volume W2 Cent  lebih tinggi dari candle pertama, candle Volume W3 nya harus lebih tinggi ya untuk SSP nya??",2:36:58 PM,Monday March 29 2021,Positif,CENT
159,Septianto Francisco,ERAA jgn ketinggalan kereta :rocket::rocket:,2:36:53 PM,Monday March 29 2021,Positif,ERAA
160,den,"Membalas : Deviden BBCA Final: Rp 530 / lembar Adjustment: Dikurang deviden interim Rp 98 di 22 Desember 2020 Sisa: Rp 432 / lembar Cum d
wow naik 2x dr thn lalu ya",2:18:37 PM,Monday March 29 2021,Positif,BBCA
161,Chezy,"Deviden BBCA
Final: Rp 530 / lembar 
Adjustment: Dikurang deviden interim Rp 98 di 22 Desember 2020
Sisa: Rp 432 / lembar

Cum date: 5 April 2021
Ex Date: 6 April 2021
Rec Date: 7 April 2021
Payment Date: 28 April 2021",2:17:29 PM,Monday March 29 2021,Positif,BBCA
162,Puspita Wardani,"Membalas : CENT ke 250 aja lbh menarik
170 lg boleh tak  ",2:14:11 PM,Monday March 29 2021,Positif,CENT
163,WA,CENT ke 250 aja lbh menarik,2:13:12 PM,Monday March 29 2021,Positif,CENT
164,Aho Lie,"Membalas : CENT kira kira masih bisa naik ga ya
Semua bisa naik atau turun says yg didlm ngarepin naik sebaliknya ",2:09:34 PM,Monday March 29 2021,Positif,CENT
165,Muhammag kuncoro,Poly yuk gaes entry 72 jual besok 80,2:07:03 PM,Monday March 29 2021,Positif,POLY
166,Faliq H,"Membalas : CENT kira kira masih bisa naik ga ya
beli di 302 ya?",2:06:39 PM,Monday March 29 2021,Positif,CENT
167,Tommy Hermes,CENT kira kira masih bisa naik ga ya,2:06:26 PM,Monday March 29 2021,Positif,CENT
168,Septio Hanifa,BKSL Gassss,1:55:50 PM,Monday March 29 2021,Positif,BKSL
169,Aho Lie,"Membalas : pasti happy dong minggu lalu aja pembahasan saham lain dikiranya cent  
Kli untung pasti hepi  ",1:51:47 PM,Monday March 29 2021,Positif,CENT
170,Johny,"Membalas : CENT break 300 minggu ini confirm SSP
Wah CENT yang haka member the traders disini ini  ",1:36:53 PM,Monday March 29 2021,Positif,CENT
171,Hendro Masori,"Membalas : Cent masi boleh avg up gak ya?
Boleh asal tau aturan avg up",12:41:08 PM,Monday March 29 2021,Positif,CENT
172,Jafar Sim,"Cent jadi rame, bukan saya yg rame in yaa   Aho    ",12:37:24 PM,Monday March 29 2021,Positif,CENT
173,Novra,"Membalas : CENT break 300 minggu ini confirm SSP
Sy udh curi start duluan pak    ",12:13:48 PM,Monday March 29 2021,Positif,CENT
174,Rui :rocket: :speedboat::dancer: ,"Membalas : SAME gmana ci? Masih boleh masuk?
Saya masi nawar ala emak2 di 420an kak   ",12:03:26 PM,Monday March 29 2021,Positif,SAME
175,Kaanz ,"Membalas : CENT break 300 minggu ini confirm SSP
Mantap pak de masih fullcash nunggu SSP , udah nunggu dari kemarin ",11:51:27 AM,Monday March 29 2021,Positif,CENT
176,Hendro Masori,CENT break 300 minggu ini confirm SSP,11:49:17 AM,Monday March 29 2021,Positif,CENT
177,M Rodi,"Membalas : Gd luck
siyap haka LUCK.  ",11:48:57 AM,Monday March 29 2021,Positif,LUCK
178,Bu Nana,Wah cent ada repo,11:41:14 AM,Monday March 29 2021,Positif,CENT
179,Nyangkuter Teh Pucuk,serem antm dipagerin 559K lot   ,11:29:42 AM,Monday March 29 2021,Positif,ANTM
180,Aho Lie,"Membalas : Hr ini CENT nya ngegas trs  
Saya gasss...in    ",11:25:57 AM,Monday March 29 2021,Positif,CENT
181,Puspita Wardani,Hr ini CENT nya ngegas trs  ,11:23:33 AM,Monday March 29 2021,Positif,CENT
182,Dane Fernando,"Ga da plan trading, ya beli PLAN aja ",10:45:22 AM,Monday March 29 2021,Positif,PLAN
183,Johny,"Membalas : https://www.cnbcindonesia.com/market/20210316115228-17-230456/lunasi-repo-trimegah-sekuritas-lepas-saham-cent-rp-398-m
Cent ini rumournya dibeli Digital colony",10:43:07 AM,Monday March 29 2021,Positif,CENT
184,Jafar Sim,"Bbri deviden rp. 98.9 eeuuyyy
Ini adalah foto",10:12:37 AM,Monday March 29 2021,Positif,BBRI
185,Johny,"Membalas : CENT RI kapan ya? Udah ada tanggal nya kah?
Belom ada tanggalnya, lagi dikerek tu, paling sebentar lagi keluar tanggal RI nya  ",9:56:45 AM,Monday March 29 2021,Positif,CENT
186,Liem Peter,WIIM ciamik tenan,9:55:29 AM,Monday March 29 2021,Positif,WIIM
187,Johny,"Caution! 
CENT is the buyer for ISAT 4k tower, heard buying at around USD740mn. This is a very good pricing as we are expecting at around USD570-600mn tower sales value.

+ Positive for ISAT as it strengthens the balance sheet and ample of capital for future spectrum acquisition/capex

+ CENT announced their plan for RI, targeting to issue 34bn shares",9:47:59 AM,Monday March 29 2021,Positif,"CENT,GOOD,ISAT,PLAN"
188,Mamba Mentallity,"Membalas : CENT nya jgn lupa  
BO kayaknya",9:35:41 AM,Monday March 29 2021,Positif,CENT
189,Go Jiu,"Berusaha mengakhiri fase downtrend, hr ini BRPT mencoba menembus level psikologis 1.000.

Recommendation: Spec BUY
Target Price I: 1.120
Target Price II: 1.225
Stop Loss: < 930

Disclaimer


Credit: @quantumresearch_idx
Ini adalah foto",9:34:47 AM,Monday March 29 2021,Positif,BRPT
190,Puspita Wardani,ASSA terbang lg yuk  ,9:32:34 AM,Monday March 29 2021,Positif,ASSA
191,Mic,Wood jpfa main haka,9:25:50 AM,Monday March 29 2021,Positif,"JPFA,MAIN,WOOD"
192,Puspita Wardani,"Membalas : Essa ada isu apa
Harga amonia naik trs makanya ESSA ngegas tiap hr",9:14:39 AM,Monday March 29 2021,Positif,ESSA
193,Jafar Sim,"Dmmx naik tapi tidak dengan volume besar, berarti pola htf nya gagal ya?     ",9:10:43 AM,Monday March 29 2021,Positif,"DMMX,POLA"
194,Eds,"Membalas : BBTN rebound ga si hrusnya gais?
Kemungkinan iya",8:21:57 AM,Monday March 29 2021,Positif,BBTN
195,M,"Membalas : https://ekonomi.bisnis.com/read/20210327/257/1373282/cukai-batal-naik-produsen-rokok-kretek-tangan-bernapas-lega#.YF63BZSm09Q.wh
Hmsp bagus ya pak billy karna cukai dibatalkan?",6:55:41 AM,Monday March 29 2021,Positif,HMSP
196,Faliq H,"Membalas : IHSG ijo kok transaksi miskin sekali ya.,,apakah bandar lgi rombongan ziarah religi ???
bandarnya dikrangkeng, ga bisa goreng POSA, MYRX, TRAM, JGLE",11:30:43 PM,Monday March 29 2021,Negatif,JGLE
197,Mbah Bedjo,"Membalas : ERAA road to 3000 semoga semesta mendukung  
Sayangnya semesta gak mendukung   ",9:39:54 PM,Monday March 29 2021,Negatif,ERAA
198,shendy,"Membalas : Bnba dikunci ARB yg kunci bandar?
dibalik aja... liat harga kaya gitu ritel berani masuk kah?",8:19:54 PM,Monday March 29 2021,Negatif,BNBA
199,cuaners,"Membalas : Photo
Bnba dikunci ARB yg kunci bandar?",8:18:53 PM,Monday March 29 2021,Negatif,BNBA
200,Fauzan Tarmizi,"Membalas : Market tidak ada yang tahu pak, tidak semua RI bakalan sukses dan bagus, harusnya tetap berjaga2 ... saya lihat dari awal Maret
Kacau, memang sedikit sekali maya ini total lot harian perdagangannya,

Liat arto RI kemaren, saat ex date, kencengnya bukan main",7:57:22 PM,Monday March 29 2021,Negatif,"ARTO,MAIN,MAYA"
201,Fauzan Tarmizi,"Ada yang bisa jelaskan kenapa bank mayapada arb berjilid2 pasca 3 hari cum date RI?

Padahal pas sentimen bank mini terbang, mayapada saya liat kalem2 aja ga ikutan terbang, tetap kisaran 7000'an, lalu tujuan RI juga untuk ekspansi bisnis, tapi kenapa ARB berjilid2 ga berkesudahan ya, sudah FL hampir 53% saya   ",7:48:46 PM,Monday March 29 2021,Negatif,BANK
202,Vincent,"Membalas : mungkin member sini ada yg nyangkut di BNBA om, makanya dibahas
Saya nyangkut pak, avg 2550 dr untung jd buntung (small portion) thanks buat bei    kalo gada acara suspend suspenan mungkin masih sempet exit sblm dibantai",7:13:12 PM,Monday March 29 2021,Negatif,"BNBA,SINI"
203,Panji Wirawan,Sy kena di BBSI itu...hr trkhir sblum drop udah pasang sell di jam 15.05...ga bisa pasang...besoknya smpai hr ini ada kira2 40an % loss...untung MM nya msh aman...kalau ga amsiong itu...,6:54:00 PM,Monday March 29 2021,Negatif,BBSI
204,ARAKAN IHSG 30MAR - 01 APRIL THE LAST SEROK,"Membalas : Pakde @hmasori ada 3 sektor yg bisa dijadiin pantauan utk next week. 1. Banking 2. Properti dan konstruksi BUMN yg rata2 besok d
Sangkut brp wskt sy jg sangkut santuy itu bandar sdh habis distribusi.. tgl menunggu wkt diangkat jgn dibahas trs pak biar diam2 dinaikin saham kalau trs dibahas diarb kan bandar nnt.. bandar bertebaran di grup mana2 hati2",2:58:16 PM,Monday March 29 2021,Negatif,WSKT
205,apieth,Sayang amat cent nya ga close d 300 ya pak,2:52:31 PM,Monday March 29 2021,Negatif,CENT
206,Muhammag kuncoro,Ngapain beli antam 3 bulan sekali cuma orofit  11% beli ikan sehari bisa dapat 25% makasih bandar ngehayal terus    ,2:52:21 PM,Monday March 29 2021,Negatif,IKAN
207,Yudha,Antm arb,2:41:18 PM,Monday March 29 2021,Negatif,ANTM
208,rahmad,ikan tuh yg bosen liat ihsg lesu ,2:13:04 PM,Monday March 29 2021,Negatif,IKAN
209,Yudha,"Antm kemarin terbangin indeks, skrg jd beban indeks  ",2:01:12 PM,Monday March 29 2021,Negatif,ANTM
210,Hendra,Hk closing aja biar aman  ,1:43:34 PM,Monday March 29 2021,Negatif,AMAN
211,Faliq H,"Membalas : Dalem banget wskt nya , untung sempet keluar dari kmrn kmrn
Saya baru keluar td di atas, skrng liat ambles dalam rasanya ingin jadi ironmen wkwkwk",1:38:04 PM,Monday March 29 2021,Negatif,WSKT
212,Alzie Al Fachri,"Dalem banget wskt nya , untung sempet keluar dari kmrn kmrn  ",1:37:14 PM,Monday March 29 2021,Negatif,WSKT
213,Jay Jay,wskt rugi 9T. lg dibenahi kok. tadi uda ada berita restrukturisasi. apa nanti ada berita jualan tol? restrukturisasi himbara?,1:36:58 PM,Monday March 29 2021,Negatif,WSKT
214,Tommy Hermes,"Membalas : .... Ya mmg saya salah sih. Beli di pucuk Ga cutloss Rugi 9t wskt And swf ga ngaruh tnyt..
Cutloss wskt 9t ?",1:34:24 PM,Monday March 29 2021,Negatif,WSKT
215,Denny Wang,"....  Ya mmg saya salah sih. Beli di pucuk

Ga cutloss

Rugi 9t wskt
And swf ga ngaruh tnyt..",1:31:54 PM,Monday March 29 2021,Negatif,WSKT
216,Denny Wang,"Pakde @hmasori ada 3 sektor yg bisa dijadiin pantauan utk next week.
1. Banking
2. Properti dan konstruksi BUMN yg rata2 besok dapag dukungan momentum pembalik
3. Coal mining yg masih bullish...


Pak @JuthaBram 


Konstruksi  wskt break 1300 pak jutha..

Turun trus ga ada abise..

Apa ak jual saja kah

Loss gila2an.. 30% an",1:17:10 PM,Monday March 29 2021,Negatif,"TRUS,WSKT"
217,Johny,"Membalas : Pantau KPAL
TP?",11:11:03 AM,Monday March 29 2021,Negatif,KPAL
218,Al Blenk,"Membalas : ANTM saham pertama yg saya latihan untuk trading.. itu saham cocoknya 200 poin TP sekali 200 poin TP sekali.. jgn krn mau TP byk
Wkwk bner om.,ANTM dan TINS satu family.,xlo abis rally 150-200 point loyo dah
Emg pas buat celap celup  ",10:13:26 AM,Monday March 29 2021,Negatif,"ANTM,SATU,TINS"
