Pesan,Status
"Membalas : Aaaraaa kan ndar!! :rocket::rocket::rocket:
BBKP jalan ya Om. Congrats!",Positif
"Membalas : Nah!   agro hari ini BO menurut pak Benhan ayok ayok sekarang agro 1030, biasanya akurasi saya 0%
Kalo Kapten Gunners saya blg BO ya Flying High   ",Positif
"Membalas : Photo
Tadinya aku maunya tulis agro dibawah 1000 tapi ga tega   ya uda deh 1020 nya harusnya support kuat itu, semoga mantul yaaa",Positif
"Membalas : Yang agro yang agro,, skrg 1030 feeling saya closing 1020 Cent skrg 286 feeling saya closing di 280 Wiim keren nih skrg 975 feel
Kalau main feeling, prediksi saya AGRO break out hari ini.
Feeling lho ya. Mari kita lihat  
Disclaimer on, ga punya barang juga",Positif
"Membalas : Photo
Tpi sya cuan trus om masuk rekomny  ",Positif
BNBA BBHI bikin senyum dr kemarin  ,Positif
Arakan bbhi ndar. Lanjut bank yg lain hehe,Positif
Bbri ud ngegas pdhl,Positif
Doid bisa haka,Positif
"Membalas : Aq gk pnya barang tp ikut seneng, krn biasanya klu trio macan ngegas IHSG biasanya ijo
Aku punya 2 brg mbak, ud sebln nungguin naik...akhirnya nyampe jg haha",Positif
"Membalas : Trio mining ngegasssss....akhirnyaaaa     
Aq gk pnya barang tp ikut seneng, krn biasanya klu trio macan ngegas IHSG biasanya ijo  ",Positif
Trio mining ngegasssss....akhirnyaaaa     ,Positif
"Membalas : Kode hambalang DGIK ya om?
Otw 700 ini  ",Positif
"aisa, BO",Positif
SSMS itu lumayan. coba d cek.,Positif
"Membalas : Yang agro yang agro,, skrg 1030 feeling saya closing 1020 Cent skrg 286 feeling saya closing di 280 Wiim keren nih skrg 975 feel
Klo saya liat sekrg ijo pak tp kecil klo merah jg demikisn biar gak nyopet tp arah tetepnaik ",Positif
"Membalas : Kyknya cent msinnya halus sekrg gak mau kyk krmrn  
Yang agro yang agro,, skrg 1030 feeling saya closing 1020
Cent skrg 286 feeling saya closing di 280
Wiim keren nih skrg 975 feeling saya closing 1005
Same? Dont worry, otw ke 773 dia  lets see..",Positif
roda gileeee...,Positif
nungguin Deviden BJBR 6% an dri hrg skrg.,Positif
"Membalas : Siapp! Berarti fix! Hari ini closing 6116 , semangaatt!! Araa kan ndaarr! psstt karena ngebet cuan,, aku mau pakai ilmu c
BBKP extra sabar ya pak hahahha. Ingat jaman 200an sideways nya lama bgt tahun lalu. Eh cuma butuh semingguan udah ke 500an terus ke 700an.",Positif
"Membalas : Photo
Siapp! Berarti fix! Hari ini closing 6116 , semangaatt!! Araa kan ndaarr! :rocket::rocket::rocket: psstt karena ngebet cuan,, aku mau pakai ilmu cocokmology aahh, bbkp tak cocoki ke flag pattern dan berarti = hari ini jalan dunnkkk yaa   ",Positif
"Membalas : Pagii pak guru, semoga sehat selalu yaa, waah pagi pagi uda dikasih bocoran saham bagus, terima kasihh
Amiiiiin
Nebak... 6116 trus 6200  
Ini adalah foto",Positif
"pokoknya kalo si B udah koar koar saham tertentu lebih baik siap siap jualan aja
seperti ENRG kan si B koar koar  buktinya kemarin dan hari ini Turun",Negatif
"Membalas : itu ci f liat nya dari sisi fundamental hu tapi ya kalau alesan fundamental ya bener tapi kalau bener salah di liat dari naik tu
antm fundanya mana bagus pak? DPR nya aja pelit sekali bagi deviden dari dulu. padahal perusahaan trading emas milik negara pula.

itu kan cuma sentimen tesla aja, toh dari desember juga uda keliatan gelagatnya tesla ga akan masuk kesini, cuma kan pada menutup mata batin aja pura2 ga tau yg penting haka.",Negatif
"Ini adalah foto
BACA mau ARB hahah",Negatif
"Membalas : Arahan untuk doid hu...
Ayo CL2 bubar2 wkwkwk",Negatif
"Ati2 bank uda kena brp x suspend...
Buangan nya banyak tuh barusan.jgn dikejar",Negatif
"CENT apakah VCP  

Volume semakin mengecil     
Ini adalah foto",Negatif
"Membalas : berat sih LPPF dibanding mppa & mlpl, tapi kita liat aja
Iya skrg mereka turun tipis, hrsnya nurunin penumpang dulu kita liat episode berikutnya atau kita cari stock yg lain",Negatif
"Membalas : Kenapa ya pwon susah move on?
gak bisa gerak utk PWOn, kemungkinan hrs nunggu Q2, lQ nya turun d banding thn lalu dan kalo pun ada deviden cuman 1% sangat gak menarik.",Negatif
"Membalas : Kl MPPA ARA, kejar LPPF nya
berat sih LPPF dibanding mppa & mlpl, tapi kita liat aja",Negatif
Wkwkwk yg punya bad news MPPA lg ngopi,Negatif
Mlpl nya sesat dijalan bandar,Negatif
"Membalas : Itu LPPF gk ada yg brani makan ya?
berat lppf",Negatif
"Membalas : Tadi pagi beli tongkol tau beli ikan 
Turun scepat kilat ...kalo ada lot sgt bsr masuk  ",Negatif
"Sue mppa gue jual murah,  harus pd sendiri ni",Negatif
"Membalas : komfrim pola sesat    
sesat sekali, ga dikasi koreksi   ",Negatif
"Membalas : MLPL
komfrim pola sesat    ",Negatif
"klo mppa close diatas 492, gak sehat ini  ",Negatif
"Membalas : Siaappp CENT hari ini feeling ku koq merah ya? Closing 274  
ini yg Di tunggu Pak,kmrn Di tinggal masinis ",Negatif
ELSA sepi banget,Negatif
BRMS R jual jual hari ni terakhir hiya hiya hiya,Negatif
"Membalas : Pak @wealth88 tolong prediksinya yg jelek2 hr ini     
Siaappp CENT hari ini feeling ku koq merah ya? Closing 274  ",Negatif
"Membalas : sd 30december 2021 mppa mudahan sdh di 1800an jd corp dilaporan spt tahunan nya jd ok dech
Mudah2an, masa manager Anderson ( Temasek ) ngak ada usaha, Mau makan gaji buta tuh manager!!   ",Negatif
sudah baca pemaparan hu hauw tadi sore? siap sell on news,Negatif
"Membalas : Dari sini saya belajar, kita semua harus melewati level2 ini supaya bisa pro 1.gampang buy susah cl klo salah 2.gampang buy
susah sell hu kalau saya  ",Negatif
"Membalas : Itu diatas...senangx kl sedang uptrend gini,smoga raja gk premature trendnya
260 kena fibo 0,68 atau golden ratio, smga bsok lanjutlah, hbis pinokio bar merah wajar, dan hari ini volumenya tipis",Negatif
"Membalas : Photo
Wahh saya trauma dgn kren ",Negatif
"Membalas : Photo
Kalau besok close tembus >1020 jadi pola ""sesat""   ",Negatif
"Membalas : Kalau sy lihat ada hidden bullish div dan juga dobot ya hu
Macd kah pak bull div nya?
Dobot =double bottom ya?
Nah saya pngn sebut itu juga tp ragu setau saya Dobot itu ada nya di downtrend hehe.. Cmiiw yaaa",Negatif
"Membalas : Apalagi di 2020 sampai q3, sales n eps growth super sekali.
Apa karena sigaret kretek ga kena sentimen cukai, pak Guru? Ggrm hmsp kok ambless",Negatif
"Membalas : offernya sama bidnya fren bisa berjuta2, enek liatnya
Ga cantik ya BD nya",Negatif
"Membalas : Masalahnya Banyak yg skdr pakai isu  digital 
udah arb berapa hari bank digital masih lupa pak?",Negatif
"#MPPA. sinyal jual sejauh ini jk tutup bwh 422. Btw silakan dicermati gimana struktur harga n volumenya.
Ini adalah foto",Negatif
"Membalas : kalau di buat terbang bisa jadi lppf tutup gap atas di puluhan ribu
Yah, bisa jdi juga trun dibawah 1000 klau pnik cl",Negatif
"Membalas : Dibeli Gojek/Grab/Temasek
Kl cocokmology nya Temasek dkk yg beli.
Dilihat dr shareholder 5% above di LPPF skrg dari Singapore semua.
Dan hari demi hari kepemilikan publik selalu tergerus...

Entah drama apa yg akan terjadi ya pak ",Negatif
BBHI bakal suspend lagi gak ya besok?,Negatif
"Membalas : Patut dipantau untuk besok: ASRI dan BBYB. Sinyalnya seperti mau terbang tinggi
BBYB volume kurang mendukung",Negatif
"Membalas : BBHI
Belum kapok?  ",Negatif
"Ihsg gap 6030an ketutup ditambah antm dobot

Drama awal tahun keulang kah?",Negatif
SAME injury time..,Negatif
MAIN masih ketinggalan ini,Negatif
"LPPF lagi merah, masih bisa entri atau tambah muatan pak?",Negatif
"Membalas : Ihsg 6064 Agro 1065 1070 Ara kan ndarr!! :rocket::rocket::rocket:
bsok prediksi agro arb lg ya pak       ",Negatif
"Membalas : Jangan lupakan RAJA dan KRAS, ada potensi mantul Khususnya buat kras, ada potensi mantul setelah terkoreksi agak dalam
volume hampir 10x volume beberapa hari terakhir, tapi tadi kesusahan jebol ma50, sekarang stucked di 670 675, apa mmg belum boleh naik lebih tinggi, belum penuh koper DX BQ XA  ",Negatif
"Membalas : Ada juga yg ngaco bang. Kayak Agro
Ini rata2 pada kena prank emang",Negatif
Ma50nya kras keras bener ga tembus   ,Negatif
"Membalas : Ada juga yg ngaco bang. Kayak Agro
Semesta tdk mendukung itu  ",Negatif
"Membalas : Tpi sya cuan trus om masuk rekomny  
Ada juga yg ngaco bang. Kayak Agro",Negatif
bbca ngga ijo... ihsg susah naik,Negatif
"Membalas : Photo
Lelet lpkr...kyk keong  ",Negatif
"Membalas : lg koreksi dalam..banyak bear div koin2an kmrn..mao masuk ga jadi.. banyak yg invest..ga pakai sl di koin..serem..
Inilah yg saya takutkan   gaada batas arb kl anjlok bs ludes aplg gapake sl",Negatif
"Membalas : Ada indikator lucu ni, baru sehari ini si, biasanya TT Coin postnya ara, hr ini dr pagi tak liat kok sepi, apakah tandanya ihsg
lg koreksi dalam..banyak bear div koin2an kmrn..mao masuk ga jadi..  banyak yg invest..ga pakai sl di koin..serem..",Negatif
"Membalas : Yang agro yang agro,, skrg 1030 feeling saya closing 1020 Cent skrg 286 feeling saya closing di 280 Wiim keren nih skrg 975 feel
berat utk AGRO liat LQ nya.",Negatif
"Membalas : PNBS saya sudah sellm soalnya dia membentuk rambut panjang
Sya masi hold  ",Netral
"Membalas : Kl sdh sesuai plan, bs jual sebagian jg
Lppf hold target sampai berapa hu?",Netral
"Membalas : Sangat bijaksana jika mppa dijual sbagian
Kalo mlpl bisa di hold hu ?",Netral
"Membalas : Saya jual nya kmrn blom smpt beli lagi da terbang tp banyak yg blg makasi jd yauda rejeki ga kemana2 kok
Trims insightnya ko...  
Saya sudah TP sebagian MPPA dan MLPL, sisanya tak biarin saja sampai kemana  
",Netral
"Membalas : CENT.png
Pak...
Kalau cupnya sepanjang itu, berarti bapak nunggu handlenya kurang lebih selama 1/3 waktu pembentukan cup nya.

Kalau sanggup menunggu, go ahead ",Netral
"hati2 dgn deviden trap ya. abis bagi biasa terjun dlu. jadi hrs siap hold. saya udh alami utk BMRI, tapi skrg udh cuan saham nya setelah d banting.",Netral
"yg incar deviden mending keep BJTM,  LQ4 blm keluar, kalo patokan thn lalu hrs nya deviden nya bisa d atas 6-7% dri hrg skrg.",Netral
"Membalas : Ayo..cent kpn kau ikut Mppa plg gak 315   
belum waktunya om, sabar  ",Netral
lppf ngikut apa tunggu sesi 2 ya,Netral
"Membalas : ber arti tanpa target y ci,slagi masih up trand hold keras   same saham terlama jd penghuni porto saya soalnya
Sama kak, saya sudah hold dari Desember tapi ya itu, petakilan keluar masuk setengah2 modal, jadinya malah ke average up dan malah kurang optimal profitnya, makanya ini udah digembok sekarang",Netral
"Membalas :     aminnn kl dibawa kesana @da_vm saya mau coba position trading kak, hold keras sampai benar2 berbalik arah atau patah up
ber arti tanpa target y ci,slagi masih up trand hold keras  
same saham terlama jd penghuni porto saya soalnya ",Netral
"Membalas : Berharapnya sih bisa jangka panjang kak, tapi skrng mau fast trade dulu
SAME kalau saya pribadi sih hold jangka panjang kak, sampai tahun depan at least   ",Netral
"Membalas : Indy masuk skrg bagus ngg ya
ngk nunggu breakout aja tah?",Netral
"Membalas : LPPF bakal dijual ga ya?  
Punya sy msh tak simpen om ",Netral
"Membalas : Langkah perbaikan MPPA 1. Konversi utang ke saham 2. Pembeli strategis 3. RI 4........dst
Skrg itu omongnya andai andai.... Nilai ri  di brp blm keluar, stand buyer blm keluar. Nanti aja diliat dulu, sementara option nya jangan beli dulu. Apa mau jadi asii jaman 1992 nanti after ri kan bs diliat atau mau jualan jg si temasek dan watiga trust. Risk nya udah gede kl di segini.",Netral
"Tau sendiri lippo grub gmna, nunggu prospektus ajalah, bnyak saham RI kok, ada AMRT juga",Netral
Ada 2 kemungkinan prediksi mppa kita tunggu mana yg terjadi  ,Netral
"Membalas : Makasih pak guru, pak fakhri dkk.. Tetep harus watch lg fren nya kedepan jika konsol dan tetep bertahan diatas MA200 nya maka bi
Ma50 msh di bwh. Mngkin konsolidasi di skitaran ma200. Kl mau beli, sy nunggu ma50>ma200",Netral
"Bbyb baca blom banyak naik, bisa colek dikit dikit",Netral
"Membalas : Candle SAME cihuy tu,, sikatt
SAME tunggu besok2 aja, bakal turun sepertinya",Netral
"Membalas : Nunggu ELSA sama BRPT
Sama",Netral
Nunggu ELSA sama BRPT,Netral
"Membalas : Bandar dan asing yg di saham BBKP masih di dalam. Jasi masih berpeluang naik..
Saya nunggu di 470 dikasih ga?",Netral
"Membalas : 320 kak 
Junta bram emang luar biasa ihsg dr tgl 7 sampai detik ini mash ",Netral
"Membalas : Harga ayam naik pak
Haka jpfa..  ",Positif
"Membalas : Photo
Ikut di avg atau ambil di satu harga ?",Positif
"Membalas : Haha kalau dikasih diskon punya cash ya girang... Masalahnya diskonnya saat cashnya dah kering ya, terus ga bisa jual barang. Ya
alhamdllah porto masih ijo,banyak diskon cash kring ini yg bikin pusing ",Positif
"Membalas : Niat pertama trading bbkp...lama2 malah jadi investor bbkp karena sangkut...dan ngarep naik setinggi2nya sampe saat ini
Saat anda berharap, saya yg udah lama cutloss BBKP hari ini cuan di ARTO. Hehe ini hanya contoh ya, jangan diambil hati.  ",Positif
"Membalas : Dari yg awalnya niatnya pengen trading stock, terus tiba2 berubah haluan jadi investing (karena lossnya udah dalam, ga mampu avg
Niat pertama trading bbkp...lama2 malah jadi investor bbkp karena sangkut...dan ngarep naik setinggi2nya sampe saat ini  ",Positif
"AGII closing mantap, profit naik 144% YOY 63B",Positif
"Asing jualan top marketp cap Bbca bbri tlkm asii
Ini adalah foto",Positif
"Membalas : https://www.kontan.co.id/tag/pt-menteng-heritage-realty-tbk-hrme oalah hrme naik gegara ini toh, besok lanjut nih berita ajm 16.
haka 75, otw 80 hahah",Positif
"https://www.kontan.co.id/tag/pt-menteng-heritage-realty-tbk-hrme oalah hrme naik gegara ini toh, besok lanjut nih berita ajm 16.52 setelah closing hahha",Positif
Ikan kecil ikuti arus air aja dan skill kelincahan berenang... spy cuan ,Positif
"Membalas : kurang auptrend seperti mppa  
hahaha... 
uptrend tuh yg naiknya 90  ya.. kalo cmn 45  tuh kelamaan jd kaya..    ",Positif
"Membalas : DOID cent assa lppf kurang uptrend apa coba  
kurang auptrend seperti mppa  ",Positif
"Membalas : Pentingnya beli saham2 yg uptrend, turunnya ga dalem dalem bgt
DOID
cent
assa
lppf
kurang uptrend apa coba  ",Positif
"Membalas : ada yg serok WSKT?
990 lepas 1000 doang tadi. cuman  225lot",Positif
ada yg serok WSKT?,Positif
"Membalas : Dmmx ijo   525
ijo pak memang hahaha
saya pasang CL di 490an aja.
avg 404     ",Positif
Dmmx ijo   525,Positif
Esti :rocket::rocket::rocket::rocket::rocket:,Positif
BBTN sepertinya mulai ada kehidupan   ,Positif
"Ayo doid, habiskan bidnya biar ku lebih tenang  ",Positif
"Biasanya klo Pak @wealth88 cl, sahamnya jd terbang... ct dmmx ya Pak ",Positif
BBKP support sangat kuat di 500,Positif
doid yok ribonn,Positif
"Membalas : Yang nanti bakal naik
Dmmx same  ",Positif
"Membalas : tadi sesi 1 awal2 sudah kena cutloss doid, sekarang doid arb/1 tick menuju arb, merasa terselamatkan, entah mau mantul dari ARB
aminnn moga mantul arb jd ara   ",Positif
arto pelindung ihsg..bca uda masa lalu,Positif
Hebat si arto. Ngab jago,Positif
arto bertahan kehijauan nya,Positif
Teman2 udah dapat dividen bmri?,Positif
"Wah dividen bmri cair,  free tax, thanks bu menteri  ",Positif
"Membalas : WSKT ADHI PTPP    
konstruksi'a d borong smua  ",Positif
HRME ngegas,Positif
BANK & ARTO    jagoan ku,Positif
"Membalas : arto bukanya naik karena mau ri ya makanya di goreng? udah selesai ri nya tujuan nya apa lagi ya
mau ngalahin bbca lah ",Positif
"Ya ARTO kan kuat story dan actionnya. Ada right issue, ada planning, ada IPO Gojek Toped. Equity naik berkali2 lipat juga penetrasi market rilnya jelas.

Kalau BUMN kan ngandalin swf doank buat bayar utang yg triliunan",Positif
arto bukanya naik karena mau ri ya makanya di goreng? udah selesai ri nya tujuan nya apa lagi ya ,Positif
ARTO gk ada yg mau gwanin naek   ,Positif
"Di kala IHSG merah, ARTO bisa terbang sendiri, pertanda IPO Toped-Gojek makin dekat",Positif
bersih ya PGAS,Positif
BBCA posisi sekarang udah bgs blm ya?,Positif
"Membalas : MARI ATH kah?
Yup",Positif
MARI ATH kah?,Positif
Mari fly,Positif
"Membalas : MLPL HAKA otw 200 (ATH)
Reason nya apa? 


YukNabungSaham",Positif
MLPL HAKA otw 200 (ATH),Positif
SAME yuk gaskeun,Positif
ESSA nya kakak    ,Positif
HAKA MPPA :rocket:,Positif
"Ihsg bs naik jk domestik bersatu buy..ga ad cerita turun.. pada taking profit maka ga naik2.. mari gagalkan elliot wave dan naikkan ihsg ke 6500
Ini adalah foto",Positif
"Membalas : Terbang CENT minggu ini. Lihat aja  
setuju Om.. spt nya om PW. sdh capai target akum dr public mudahan hari ini aja sdh bisa manteng di 300an  ",Positif
"Membalas : Kemungkinan minggu ini bakal turun om  tapi semoga close minggu depan bikin candle hammer di candle weekly
Terbang CENT minggu ini. Lihat aja  ",Positif
ESSA potensi rising wedge ga sih?  Stocashtic juga udah mau death cross,Positif
Bbri kira2 turun lgi g nih mau serok wkwkw dari kemarin naik terus apa beli pas payment devidend turun apa naik ya wkwkw,Positif
"Habis jln  lihat kebunnya SSMS sapa tahu besok terbang
Ini adalah foto",Positif
"Membalas : IHSG harusnya bull hidden div ? Atau saya ada salah analisa ?
bener kok, di time frame kecil juga saya lihat harusnya masih bullish",Positif
"Membalas : Photo
Nah ini rumusnya, berarti IHSG hidden bull div. harusnya",Positif
"Membalas : Minggu ini IHSG berhasil membentuk swing High dari bearish trendnya, namun last candle kemarin membentuk candle merah, dimana te
IHSG harusnya bull hidden div ?
Atau saya ada salah analisa ?",Positif
"Tlkm senen lanjut naik g nih
",Positif
Kalau Bank jagoan saya BBTN. Kemarin pas crash dapet bagger. Beli 800 an jual 1600 an,Positif
"Bjbr deviden 95 serok g nih wkwkwk
",Positif
WSKT DER sampe 1000%,Positif
"Ini adalah foto
terkonfirmasi oleh rsi dan macd. koreksi dulu pak. sampe ketemu di hidden bullish dan reg bull",Positif
Mari wiim udah di resist menuju ath. Semoga minggu depan breakout  ,Positif
"Maaf pak guru, apakah MARI sudah valid breakout pattern cup?
Ini adalah foto",Positif
"tfas ini fenomenal..
saat 500 ke 700an naiknya slow tp nonstop.. nunggu pullback ga dikasih.. eeee...lgs ngegas   ",Positif
"Membalas : Kl melihat proyeksi, msh prospek. Tetep hati2.
Skrg lg Gandrung ekonomi digital selain ini apa lg ya pak guru yg bisa buat swing ..Sy liat TFAS sama ASSA naik trus tp dah ketinggian. Apa ada yg lain kah",Positif
"Membalas : Assalamu'alaikum pak guru..kalo blm punya DMMX apa masih prospek masuk Senin?
Kl melihat proyeksi, msh prospek. Tetep hati2.",Positif
"Membalas : #DMMX : setelah breakout lanjut terus atau pullback dulu? https://www.tradingview.com/x/Y8eYBXip/
Konsol dulu di 500an  ",Positif
"Membalas : Photo
Assalamu'alaikum pak guru..kalo blm punya DMMX apa masih prospek masuk Senin?",Positif
"Membalas : Photo
Cantik ya pak kayak same sama sama ath",Positif
"Paman Sam gonta ganti cetak rekor ATH terus    trio DJ, SP dan Nasdaq ganti an...
Ini adalah foto
",Positif
"Membalas : Photo
Skrg kok sering begini. Direksi beli saham sedikit, berita keluar harga naik sbtr tau2 dibanting.
Inkp, bbtn, bbca.",Negatif
"kalo telat cl,auto gembel
",Negatif
"Membalas : Ga bole pompom pak Baca teknikal nya ja pak
  ",Negatif
"Membalas : indonesia memang hebat sambut rhomadon dimana mana pada diskon,sampe bursapun nawarin diskon
Haha kalau dikasih diskon punya cash ya girang...
Masalahnya diskonnya saat cashnya dah kering ya, terus ga bisa jual barang.
Ya cuma bisa meratap sedih deh",Negatif
"Membalas : Cut your losses, secure your capital, ga ada kompromi .... Seperti kak Benhan bilang, untuk mengembalikan kerugian dengan tradin
5 kerugian kecil bisa dihapus oleh satu big profit. 
Tapi kalau 5 big losses? Ya wassalam.",Negatif
"Membalas : Tips buat mengatasi kesedihan hati : silahkan diliat aja di grafik chart, sehancur hancurnya harga, sekuat kuatnya badai, coba l
Ga setiap case seperti ini, terutama icbp belum ada tanda reversal, ptba langganannya setelah dividen harga jatuh (tapi kurang tau kalo tahun ini karna dividennya kecil) kalau mau nunggu coals balik biasanya nunggu winter",Negatif
"Menurut saya lho yah, pendapat pribadi yg bisa salah: IHSG masih berat, banyak tekanan dari: BPJS, US10Y, saham2 kontruksi yg sangat jelek LK nya, vaksin kurang efektif di china, dan IHSG udah reli dari nop sampai pertengahan jan 21, apa msh berani masuk? Ini msh 5900 an lho, bisa aja turun lagi krn ga ada berita positif yg SIGNIFIKAN dan coba cek txn harian IHSG, sangat2 tipis....maaf ini bukan tebar fear tp drpd uang menguap ga jelas, kan sayang...",Negatif
"26 maret 2020 harga bbkp hancurrr closing di 89 aja  sekarang tgl 12 april 2020 tadi closing di 498    kalau ga kuat ya ga usa buka tradingnya aja
Ini adalah foto
Membalas : Photo
Sekarang 12 april 2021, sorry typo gara gara rugi terlalu banyak hari ini,,, dan kemarin,, dan kemarin,,, hmmm dan kemarinnya lagi  ",Negatif
"Membalas : Ngga pernah trading pak, itu beli saham dari dulu tapi gak naik2
Bayangkan berapa banyak opportunity loss karena nungguin harga balik.
Kalau di cutloss terus dananya buat beli saham yg lagi uptrend, lebih cepat tuh balik ruginya.

Tapi ingat ya entry pointnya pakai analisa dan bikin trading plan.

Jangan kira  lempar kayu jadi tanaman.    ",Negatif
"Membalas : Photo
Saya kasih contoh aja pengalaman pribadi ya. 
Beli ELSA dulu di 460an terus saya avg down terus sampai lumayan turun sampai di 430. 
Tapi harga di marketnya ga pernah nyampe segitu, pernah paling di 420.
Nah saat saya yakin ELSA downtrend dan ga bisa reversal lagi saya cutloss di 388.

Tau skrg ELSA berapa? Cek aja sendiri. Setiap saya lihat harganya, plong hati ini  ",Negatif
"Membalas : ESSA nya kakak    
Turun yok aku tungguin nih ",Negatif
"Membalas : di pikir2 ada hikmah nya jg mppa di suspend drpd anjlok 2% ikutan ihsg  
Skrg ngga anjlog, pas buka suspen itu yg ngeri",Negatif
di pikir2 ada hikmah nya jg mppa di suspend drpd anjlok 2% ikutan ihsg     ,Negatif
"Membalas : https://www.instagram.com/p/CNjvTLiBxQ0/?igshid=km0htjrfeuv0
masih bingung kenapa isu digital bank kecil proyeksinya lebay, Bank Mandiri aja ngeluarin Livin, ga ada prospek gimana2",Negatif
"Membalas : Gaklah, kalau hijau terus brati uang deposito itu bunga 0,25%/bln masih langsung dipotong pjk pph final 20%... (Misal Uang 1Mil
Wkkk.... betul itu...
IHSG merah, kuat saya duiti, kalau nggak kuat saya tinggal ngopi...",Negatif
"Main saham aja masih nyangkut
Main crypto kalo marketnya crash malah jatuh miskin sekalian",Negatif
"buktinya mppa skarang suspand,jd ga arb  ",Negatif
WSKT dicegat semesta (MG),Negatif
"Membalas : Ilmu tingkat dewa!     
cuan di dmmx
tp CL di cent,elsa,doid     
gak jadi cuan deh  ",Negatif
"Membalas : Dmmx ijo   525
dah kujual 545 td pagi   
ternyata matahari merah ya.. makanya cuaca koq gerah amat  ",Negatif
"Membalas : Zp net buy doid di arb habis diserok td   
Paling ujung2nya besok naik 2% lanjut turun 6% lg   ",Negatif
ASII gak bosen2nya turun,Negatif
Hancur di dunia per sahaman terutama di Pasar kontruksi saya beli PTPP tahun lalu harga 2000 sekarang malah jadi 1200,Negatif
"Membalas : Bbkp sempat 494 batas CL orang orang 500,, yaa bandar lagi tunggu saya CL pak @WindRainRealm    
disaat Liat ihsg merah,Masih Ada yg bisa bikin tetap tersenyum   sukses pak  ",Negatif
"Membalas : Ihsg 5975 Bbkp 500 Wis dah dipersilahkan yg punya hajatan, hajatan duluan saya minggir menepi dulu ambyar semua
IHSG Mulai usang, sekarang lagi hypenya crypto. Terima atau gak, itulah kenyataan saat ini",Negatif
"Membalas : Iya pak.. Karena kita ga akan tau sampai mana turun nya.. Atau bisa aja mantul untuk turun lg alias dcb.. Intinya disiplin cutlo
tadi sesi 1 awal2 sudah kena cutloss doid, sekarang doid arb/1 tick menuju arb, merasa terselamatkan, entah mau mantul dari ARB jadi ARA juga ga pusing dah yang penting disiplin dulu  ",Negatif
Tlkm aku mines 1% cl gak?,Negatif
"Membalas : tkim dari 16rb an jd tinggal 9rb an  
Arb",Negatif
ARB kan ASII Ndarr,Negatif
tkim dari 16rb an jd tinggal 9rb an  ,Negatif
WSKT menju ARB,Negatif
doid koit,Negatif
Aku kemarin serok tlkm 3370 eh sekarang turun emang terkadang g sabar g konsis bikin mines,Negatif
"BBTN baru jg masuk
Langsung dikasih hadiah ARB dong   ",Negatif
"Membalas : So pasti, hanya mereka yg cerdik luar biasa yg bisa gain berkali2 lipat dari aksi korporasi. Call it Wall Street savy. Tapi jang
tapi ini juga gorengan kan pak? gk ada yang tau value nya karena gk bisa di ukur kalau udah waktu nya buble pecah tapi gk tau sejauh apa ",Negatif
"Membalas : Next Baca
Kok baca? Bukannya baca ga jdi?",Negatif
"Membalas : bersih ya PGAS
Ada news ada pgas sampai arb kak",Negatif
ipo gojek tokped bukanya karena mau nyerap dana dari masyarakat juga? karena investor nya pada cape bakar duit? mirip kaya arto karena mau ri di atas jadi nya harga nya di goreng ya,Negatif
"Membalas : wskt ptpp wika adhi wton wsbp wege kras bbri bbni bmri    ga skalian bubarin aja bumn?
Harusnya yg di bubarin tuh BPJS",Negatif
"Membalas : Kalo arb berhari hari  
klupaan kaef inaf antm tins jg    ",Negatif
"Membalas : wskt ptpp wika adhi wton wsbp wege kras bbri bbni bmri    ga skalian bubarin aja bumn?
   ",Negatif
"Membalas : wskt ptpp wika adhi wton wsbp wege kras bbri bbni bmri    ga skalian bubarin aja bumn?
Kalo arb berhari hari  ",Negatif
"bbtn itu emg ada insider trader nya sih, masih inget di arb in sehari sebelum rups, berarti dah tau ga akan bagi deviden padahal laba naik ampir 600%
ya begitulah bandar berkuasa di saham  ",Negatif
"Membalas : Bbtn knp ua
Mungkin ada bad news yg belum keluar",Negatif
ACES jebol bawah,Negatif
"Berarti area mainnya dibawa ke sini, harusnya tidak akan dibawah 6037 eh tadi uda paling rendah 6035 ya?  
Ini adalah foto",Negatif
Pgas terjun bebas...bsok terjun lagi nih  ,Negatif
"Membalas : SAME yuk gaskeun
Waktu break ATH minggu lalu volumenya kecil kak ... ko takutnya false break ya ... bisa turun lagi  ",Negatif
TKIM knp ya kok arah ke ARB lagi?  ,Negatif
"Membalas : the power of hidden bearish divergence !
Waaahh ihsg kebakaran 6048 sempat 6035 , waaaa bbkp 515 apakah karena feeling saya ihsg hari ini closing ijo makanya realnya ihsg kebakaran? Lukas",Negatif
"Membalas : PGAS knp ya ARB
Karena merugi akibat sengketa pajak",Negatif
PGAS knp ya ARB,Negatif
mppa suspen ya?,Negatif
Bener kan PGAS arb,Negatif
Pgas rugi tu,Negatif
"Membalas : Jangan2 malahan yg enteng naiknya soalnya retail biasanya jiper pegang saham yg LK rugi/turun...bandar happy pegang harga bawah
Arb dlu pgas",Negatif
Dibanting PGAS nya  ,Negatif
PGAS mau arb nggak ya?,Negatif
"Membalas : Inj yg bikin sesi 2 kemarin arb. Entah hari inj arb lagi pa ngk. Moga mantul.
Tkim yg arb, liat aja inkp mantul beneran apa ga dr ma200nya",Negatif
