,Pesan,Status
168,"Contoh yang barusan kejadian adalah BBTN. Dirut ditarik org luar. Investor ngerasa kebijakan bbtn ini uda bagus, tapi berhub org luar masuk maka bakal ada rubah kebijakan lagi dan belum tentu sinergis. Makanya itu saham lsng drop sampe lumayan dalam",Negatif
169,"Membalas : Mumpung belum ilang, segera cari opsi pengganti nya
Nah ini sangat setuju hu Ferry ...  Saya sih lebih serem nanti kl ARnya dibuat simetris lagi, ga bisa nyantai2 lagi ah ARB cuma 7%   CL harud super ketat dan money management juga",Negatif
170,"Membalas : Ini nih yg namanya cut your loss and protect your profit  
berkat guru-guru disini pak benhan  
semenjak para guru disini sharing pengalaman, saya berpendapat tidak perlu waktu lama untuk bisa ""cut your loss and protect your profit"" atau sederhanakan saja menjaga modal
cukup akui kesalahan dan belajar dari kesalahan   
*notes jika ada yang bertanya saat itu kesalahan terbesar saya dimana, itu saat asri dan dkft htf (disini saya tidak mempersiapkan TS ataupun SL)",Negatif
171,"Membalas : engga cutloss jadinya pak, malahan jadi profit  
Benar, maksudnya dah pasang stoploss buat Senin? Kemungkinan bisa turun lagi nih",Negatif
172,"Membalas : Saya lagi mau coba ini di next trade: never average down. Kalau loss artinya kita salah masuk, ya cepat keluar. Cari opportunit
Minervini itu juga ga pernah average down ternyata...just cut if you make wrong decision.",Negatif
173,"Membalas : Kalau benar avg Anda 1020, ga perlu ragu Bu. Saya rasa Senin ini ga akan sempat avg down karena harganya dah naik duluan
Tadi pagi saya diskusi ama tmn via pm di bantah ama dia, jelek itu smra , makanya saya cari second opinion",Negatif
174,"Saya lagi ragu pak Rakhmad, krn uda tinggi tapi masi uptren dan topik pagi ini   Adalah avrg down",Negatif
175,"Membalas : Average down saya selama ini cuma berhasil untuk keluar di break even modal. Dan itu butuh berminggu2 nunggu reversalnya... Di
Avg down di saham sebenarnya sama saja membeli lagi saham (tapi code sahamnya sama) di harga yang lebih rendah berharap akan naik ke harga breakevennya atau lebih. Sama saja dengan cutloss saham tadi terus membeli saham lain yang diharapkan akan naik juga (cuma kode saham nya pasti berbeda). Karena sudah salah posisi harusnya jangan avg down. Pindah ke lain saham.",Negatif
176,"Kalo turun, kita average down 2x di bottom",Negatif
177,Sudah paham sebenernya resiko loss di saham itu ada. Tapi pada saat itu terjadi susah sekali untuk mengambil keputusan cut loss...,Negatif
178,Saya ga akan putus assa lg ampe pinjem KTA .. Itu same aja balik lg ke lubang hitam.. Mending natural aja.. Wish me luck....  ,Negatif
179,"Membalas : Cut lost dulu aja pak senen. Beli yang ASIIk biar bisa join ngobrol disini
Saya ijin KBAG keuangan dulu pak kalau mau cutloss....  ",Negatif
180,"Membalas : Sahamku LPPF bingung dirangkai jadi kata apa ya   
Cut lost dulu aja pak senen. Beli yang ASIIk biar bisa join ngobrol disini",Negatif
181,"Membalas : Masih mending sih pinjem bank buat trading ketimbang margin. Kalau margin kan ada margin call dan harus force sell kalau pinjem
Loh saya pinjem ke bank nya terus dipake trading pake margin.. Kurang apa   ",Negatif
182,"Membalas : Saham mana yg arb berhari2
IKAN mungkin wkwk",Negatif
183,"Membalas : anak forex TA nya kuat nih  
Loss di forex pahit pak. Lossnya sampe ambles2 ga bersisa krn leveragenya lebih dashyat puluhan sampe ratusan kali lipat dr margin ihsg",Negatif
184,"Membalas : Back Test kenaikanorpenurunan Ex date SS.pptx
wah, BRPT kemarin tidak menyenangkan yah",Negatif
185,"#SAME. Sy ga pnya, dan ga pnya intensi apa pun. Grs hitam mnrt sy sinyal jual by candle. Hebatnya GPL lgsung naik lg. Sinyal sell terbaru muncul Rabu. Kamis muncul hammer. When to buy?
Ini adalah foto
",Negatif
186,"Membalas : Td pas pak HM bahas passion, sy trtarik hehe.. krn gini, ini kan arb msh 7%, dsaat arb 7% market koreksi trader2 yg bru join di
Pasang stoploss 5% aja dijamin aman dari ARB mau berapa persenpun. Asal bukan di saham yg ga liquid",Negatif
187,"#CMNP ascending base. Struktur harga - volume kurang bagus. Hr ini ditarik gila2an. Sy pnya tapi saya khawatir .
Ini adalah foto
Ini adalah foto",Negatif
188,"Membalas : Yup, swing low confirmed. Semoga 1 april akan jadi last chance to buy before start to retest 6550 lagi di april-Mei...
Untuk ihsg?  6050an itu sdh bottom nya pak jutha?  @JuthaBram 

Btw. Wskt cm turun sedikit meskipun lap keu jelek.. dijagain bandar?",Negatif
189,Waduh CLRA arb da berhari hari,Negatif
190,Essa ngamuk,Negatif
191,bmri kemungkinan bid palsu dr tadi ga kuat2 nanjak  ,Negatif
192,"Membalas : Langsung drop LPPF karena ga boleh mudik
Ini mksdnya pak kadg udh kita analisa dgn berbagai mcm ilmu e kena prank lgs koit   ",Negatif
193,Langsung drop LPPF karena ga boleh mudik,Negatif
194,"Membalas : Keinget saham MASA om, siapa tau ada cerita yg sama kd go private gitu , dpt durian runtuh kalo sahamnya bener
masa dah beberapa kali gagal go private nya. harganya kurang seru  ",Negatif
195,"Membalas : Keinget saham MASA om, siapa tau ada cerita yg sama kd go private gitu , dpt durian runtuh kalo sahamnya bener
Harus liat produk ny jg si pak kenapa bs mau go private. Sngt minim sekarang prusahaan mau go private apalagi lg pandemi gini BU semua",Negatif
196,"Membalas : Ya kalau kita uda tau mending menjauh saja pak.
Keinget saham MASA om, siapa tau ada cerita yg sama kd go private gitu  , dpt durian runtuh kalo sahamnya bener",Negatif
197,"Membalas : BBKP akan gitu2 aja selama masih ada Bosowa di dalamnya. Jangan disamakan lah
bosowa sudah tersangka tuh. dan mereka uda mulai lepas sahamnya pelan2. kemarin uda ilang 1% porsi bosowa",Negatif
198,Ccsi kejam mau right issue bert 2 hr yglalu mau masuk kemrn lgs Ara sekrg lgs Arb sungguh....   ,Negatif
199,"Membalas : Bakal lbh miris kalau lihat nya BDMN   Harga sisa 1/3
betul bdmn apalagi ya.. Jepang masuk di angka 9000an dibanting sampe 1000an kemarin corona wkwkwk",Negatif
200,"Membalas : harus lihat supirnya sih pak siapa gampangnya, kalau cuma liat siapa yg invest, tak kasih contoh saja. KB BUKOPIN pengendalinya
Bakal lbh miris kalau lihat nya BDMN  

Harga sisa 1/3",Negatif
201,"Membalas : harus lihat supirnya sih pak siapa gampangnya, kalau cuma liat siapa yg invest, tak kasih contoh saja. KB BUKOPIN pengendalinya
BBKP akan gitu2 aja selama masih ada Bosowa di dalamnya. Jangan disamakan lah",Negatif
202,"Membalas : Kalo udah masuk msci kenapa jadi kalem y ? Bandar yg ugal2an dulu pada ke mana? Takut ada satpamnya gitu sekrg y?
uda takut. MG aja uda jarang nongol di antm ",Negatif
203,"Membalas : Yang seperti ARTO ini jarang2 mungkin setahun cuma ada 3-4 emiten yg growthnya secepat ini. All leading to momennya Gojek IPO. I
Tp pergerankannya udh curam pak. Sesuatu yg naik cepet turunnya cepet juga  ",Negatif
204,"Membalas : Kalo misal sekarang arb pun belum masuk ke harga yang saya pengen
     jgn lagi dong arb jantung saya takut gak kuat  ",Negatif
205,Kalo misal sekarang arb pun belum masuk ke harga yang saya pengen   ,Negatif
206,"Membalas : Ia byk yg nyangkut
merasa berdosa jual d 3400 dulu",Negatif
207,"Membalas : Tapi kayanya kudu ARA ini biar jebol resisten 496nya biar HTF kak  
it's ok lah gak HTF juga.
asal base nya kuat, apapun bisa terjadi  
kyk waktu itu IMAS gagal confirm pattern, tpi volume masih kecil. cuma delay 1 minggu sebelum :rocket::rocket::rocket:",Negatif
208,"Baru 10 menit open, BBCA udh dijual asing 50M, awalan yg buruk bagi IHSG   ",Negatif
209,"Ada apa dengan IHSG sih, sedih. Rasanya kayak di ghosting  ",Negatif
210,"Membalas : tapiii...bursa lain merah ihsg pasti merah   
seengganya, IHSG tampil apa adanya koh. merah ya merah   tidak membuat tersenyum diawal untuk disakiti kemudian  ",Negatif
211,"Membalas : tapiii...bursa lain merah ihsg pasti merah   
begitu ihsg merah, aplikasi Protrader saya langsung bug ga bisa liat indeks   ",Negatif
212,"Membalas : bursa lain bole ijo...ihsg harus merahhhhhh
tapiii...bursa lain merah ihsg pasti merah   ",Negatif
213,"Membalas : Arb pak
bukan ARB, belum tentu itu.

@C4lcio belum tentu juga pak.

harga sahamnya dibagi pak, jika SS dengan rasio 1:3 misalnya, harga sahamnya jadinya dibagi 3,
tapi lot yang dimiliki juga dikali 3,
semua terjadi ketika exdate, tidak ada proses lagi setelahnya.
hitungan2 bapak diatas itu ndak valid.",Negatif
214,"Membalas : tahu ndak apa yang terjadi di exdate ketika SS?
Arb pak",Negatif
215,"Membalas : https://www.cnbcindonesia.com/market/20210326073918-17-232977/catat-erick-umumkan-indonesia-battery-corporation-sore-ini
sell on news?? makin ancur dunk si TIA itu  ",Negatif
216,"Membalas : Karena masih distribusi. Ini sama dengan SAME juga
Kalo saya sih ngira masih reakum lagi, bikin flag. Belum ada selling climaxnya, volume turun kmaren juga rendah",Negatif
217,"Membalas : dah seperti ada truk melintang di jalan tol. gak bisa ke mana2. mau muterin tanjung harapan? berapa ribu km tuh.
lagian ga ikutan tren digital2 sih kayak ihsg   stuck kan..coba kapal digital, ga akan stuck lama gitu     ",Negatif
218,"Membalas : https://www.cnbcindonesia.com/market/20210324141434-17-232525/diskon-gede-karyawan-bisa-beli-saham-bank-agro-murah-meriah
Lanjutkan turunnya  ",Negatif
219,"Membalas : Photo
Pak guru untuk SAME masih hold donk sampe sekarang,cz semenjak harga break EMA60 di 90an masih setia sm EMA 20 nya,, yakin sm EMTK ,,
Jualnya kalo trend berbalik arah EMA20 memotong kebawah EMA60",Netral
220,"Membalas : Mohon pendapat dari teman2 yang sudah senior di sini. Pertanyaan dari pemula. Mengenai saham DOID. Apa perlu diavg down ketik
Kalo sy,cz tipe trend folowing untuk kasus doid yg salah entri,,hold,CL bila candle close dibwh 432 n buyback/avgdown bila harga sentuh n mantul di EMA 20,pasang SL dibwh EMA 20",Netral
221,"Saya SAME tahun lalu sempat beli waktu break MA200D/MA50W tp masi pethakilan, belum tahu teknik2 entry yg bagus dan kapan kudu di hold jadinya ya dijual lg begitu cuan....

Andaikan saya hold   ",Netral
222,"Membalas : Saya waktu itu beli jg agak tinggi Bu, avg d 1040, waktu menyentuh 990 saya CL, lalu sy pantau karena saya cukup yakin ini hanya
saya beruntung di smra untuk tetap bertahan mentalnya buat beli di deket area necklinenya    ",Netral
223,Kalo keseringan cutloss modal bisa abis... Kalo pake uang dingin mending hold aja,Netral
224,"Membalas : Photo
besok atau lusa halt kak rui libur lanjut senin    ",Netral
225,"Kalau boleh komen, ini bukan 3 black crows kak ... 3 black crows itu kalau openingnya selalu di tengah body sebelumnya lalu harga ditekan ke bawah lagi, 3 kali berturut2

SAME sudaha ada hammer 2 hari lalu, dan hari ini terdorong keatas tapi volume lebih kecil dari 2 hari lalu

Kalau saya pribadi akan menunggu di kisaran 416 - 420 lagi  
Ini adalah foto",Netral
226,"Saya juga sabar tuh pak dulu diem2 ngumpulin DOID bahkan pas nyungsep dibawah 300, bahkan IHSG gerak dia gerakannya gk jelas",Netral
227,wiihh cakep ini...semoga yang laen juga masih hold ga ada yg cut loss..#gapunyaSAME,Netral
228,"Membalas : antm sudah masuk msci harga sudah dijaga. ga akan sevolatile dulu lagi
kalo antm sih saya tinggal tdr aja  ",Netral
229,Mari masih alot ya ke 270,Netral
230,"Membalas : tapiii...bursa lain merah ihsg pasti merah   
bursa lain merah, IHSG HALT!",Netral
231,"INCO area demand, ada yang lagi ngumpul in banyak banget.
Ini adalah foto",Positif
232,"Membalas : Photo
Tentu ada alasan naik tinggi. Yg sy ingat inkp tkim brpt dan tpia naik multibagger krn fundamentalnya bagus. Lompatan laba ratusan persen didukung penjualan yg juga naik dst..",Positif
233,"Membalas : Sales eraa ini beneran hehe
ERAA road to 3000
semoga semesta mendukung  ",Positif
234,"Seperti nya CENT jg potensi membentuk cup and handle juga pak guru Eko Bawono , jika pola SSP gagal minggu ini, kalo dilihat dari volume jg mendukung, bagaimana dengan pendapat pak guru  time frame 4h
Ini adalah foto",Positif
235,Hrum knp kuat sendiri ya?,Positif
236,"Membalas : Ada yang bisa jelaskan kenapa bank mayapada arb berjilid2 pasca 3 hari cum date RI? Padahal pas sentimen bank mini terbang, may
Market tidak ada yang tahu pak, tidak semua RI bakalan sukses dan bagus, harusnya tetap berjaga2 ... saya lihat dari awal Maret sampai RI itu MAYA sempet digoreng kencang lho ... dari 3000an k 7000... itu juga diterbangkan kak",Positif
237,"Membalas : Biasa ada tuh yg beli? Kirain kondisi gini arb ngetem aja ahaha
Ya ngetem berhari2 waktu itu saya, untungnya ada yang ngegoreng lagi jadinya bisa keluar",Positif
238,"Membalas : Itu volume gede waktu ngangkat bandar atau retail ya?  Apa bukan bandar yg angkat ARA berjilid2 gitu? Kalo gitu bandar + retail
Good question, yg keluarin duit gede buat naikin harga dgn volum setinggi itu masih pada di dalem, suhu2 apa ada yg bs kasih pemcerahan?",Positif
239,"takut ke 5.800 beneran gak sih tuh? kemrn udh gila2an, masa hr ini juga",Positif
240,"Membalas : mungkin member sini ada yg nyangkut di BNBA om, makanya dibahas
Kalo diliat pas naiknya itu banyak yang ngomongin sih disini, mungkin iya ada yang nyangkut",Positif
241,"Membalas : Pak kl misal kita terjebak di saham ARB berhari2 gmn cara keluar terbaik? Mksdnya kita bs mendahului antrian bandar untuk keluar
jauh sebelum opening pasang jualnya dari malam, sisanya berdoa aja semoga ada yang beli  ",Positif
242,TT langsung ARa,Positif
243,"Membalas : Photo
buset jantungnya kuat? dari arb jd ara",Positif
244,"Congrats yg punya era... ARA hari ini
Ini adalah foto",Positif
245,Ikan sesi 2 ara   ,Positif
246,"candle volume W2 Cent  lebih tinggi dari candle pertama, candle Volume W3 nya harus lebih tinggi ya untuk SSP nya??",Positif
247,ERAA jgn ketinggalan kereta :rocket::rocket:,Positif
248,"Membalas : saya baru sadar hari ini volumenya lumayan besar juga ya
Tanda"" pak, harganya turun tapi volume beli naik ",Positif
249,"Membalas : Deviden BBCA Final: Rp 530 / lembar Adjustment: Dikurang deviden interim Rp 98 di 22 Desember 2020 Sisa: Rp 432 / lembar Cum d
wow naik 2x dr thn lalu ya",Positif
250,"Deviden BBCA
Final: Rp 530 / lembar 
Adjustment: Dikurang deviden interim Rp 98 di 22 Desember 2020
Sisa: Rp 432 / lembar

Cum date: 5 April 2021
Ex Date: 6 April 2021
Rec Date: 7 April 2021
Payment Date: 28 April 2021",Positif
251,"Membalas : Betul pak , pas di fibonacci 0,618 
Perusahaan clover beli diharga 262 pak, jadi kalo jebol di 260 udah ga menarik lagi ",Positif
252,"Membalas : CENT ke 250 aja lbh menarik
170 lg boleh tak  ",Positif
253,CENT ke 250 aja lbh menarik,Positif
254,"Membalas : beli di 302 ya?
buy if break 300 nya pas market jalan  ",Positif
255,"Membalas : CENT kira kira masih bisa naik ga ya
Semua bisa naik atau turun says yg didlm ngarepin naik sebaliknya ",Positif
256,Poly yuk gaes entry 72 jual besok 80,Positif
257,"Membalas : CENT kira kira masih bisa naik ga ya
beli di 302 ya?",Positif
258,CENT kira kira masih bisa naik ga ya,Positif
259,"Membalas : *CENT* *Clover Universal Tambah Kepemilikan di Centratama (CENT) Jadi 47,95 Persen* *_Entitas anak dari Northstar Advisors Pte
Ayo haka2 lg  ",Positif
260,BKSL Gassss,Positif
261,"Membalas : pasti happy dong minggu lalu aja pembahasan saham lain dikiranya cent  
Kli untung pasti hepi  ",Positif
262,"Membalas : CENT break 300 minggu ini confirm SSP
Wah CENT yang haka member the traders disini ini  ",Positif
263,"Membalas : Kata pakde HM kalo break 300 confirm ssp apa nunggu break ya buat avg up
""CENT break 300 minggu ini confirm SSP"", minggu ininya jangan lupa dibaca juga ya pak
missleading nanti jadinya  ",Positif
264,"Membalas : Makin ramai = biaya yg harus dikeluarkan bandar makin besar maka bisa merusak pola,
Betul  mngkanya jangan diomongin terus 

Ardiyan kalo break bisa cicil jngan all in, tunggu candle konfirm hari jum'at karna hitungan weekly, berhubung jum'at tanggal merah jadi hari kamis ",Positif
265,"Membalas : Cent masi boleh avg up gak ya?
Boleh asal tau aturan avg up",Positif
266,"Membalas : Kata pakde HM kalo break 300 confirm ssp apa nunggu break ya buat avg up
Minggu ini bukan hari ini, SSP weekly bukan daily
jadi confirmnya ya nanti kamis
jika mau avg up ya lebih baik saat confirm *jika alasannya pola, jika RI lain urusan",Positif
267,"Cent jadi rame, bukan saya yg rame in yaa   Aho    ",Positif
268,"Membalas : CENT break 300 minggu ini confirm SSP
Sy udh curi start duluan pak    ",Positif
269,"Membalas : SAME gmana ci? Masih boleh masuk?
Saya masi nawar ala emak2 di 420an kak   ",Positif
270,"Membalas : CENT break 300 minggu ini confirm SSP
Mantap pak de masih fullcash nunggu SSP , udah nunggu dari kemarin ",Positif
271,CENT break 300 minggu ini confirm SSP,Positif
272,"Membalas : Gd luck
siyap haka LUCK.  ",Positif
273,Wah cent ada repo,Positif
274,"Meneer #ASRI sepertinya ini valid buy y pak  
Ini adalah foto",Positif
275,serem antm dipagerin 559K lot   ,Positif
276,"Membalas : Hr ini CENT nya ngegas trs  
Saya gasss...in    ",Positif
277,Hr ini CENT nya ngegas trs  ,Positif
278,"Ga da plan trading, ya beli PLAN aja ",Positif
279,"Membalas : https://www.cnbcindonesia.com/market/20210316115228-17-230456/lunasi-repo-trimegah-sekuritas-lepas-saham-cent-rp-398-m
Cent ini rumournya dibeli Digital colony",Positif
280,"Bbri deviden rp. 98.9 eeuuyyy
Ini adalah foto",Positif
281,"Membalas : CENT RI kapan ya? Udah ada tanggal nya kah?
Belom ada tanggalnya, lagi dikerek tu, paling sebentar lagi keluar tanggal RI nya  ",Positif
282,WIIM ciamik tenan,Positif
283,"Caution! 
CENT is the buyer for ISAT 4k tower, heard buying at around USD740mn. This is a very good pricing as we are expecting at around USD570-600mn tower sales value.

+ Positive for ISAT as it strengthens the balance sheet and ample of capital for future spectrum acquisition/capex

+ CENT announced their plan for RI, targeting to issue 34bn shares",Positif
