,Normal,Status,token
163,arb normal pasang ts,Negatif,"['arb', 'normal', 'pasang', 'ts']"
164,ideal arb normal tp arb goyang mantap,Negatif,"['ideal', 'arb', 'normal', 'tp', 'arb', 'goyang', 'mantap']"
165,rui maksud arb simetris noted erti maksud arb simetris turun,Negatif,"['rui', 'maksud', 'arb', 'simetris', 'noted', 'erti', 'maksud', 'arb', 'simetris', 'turun']"
166,swing low turun atao orang haka masuk fase party,Negatif,"['swing', 'low', 'turun', 'atao', 'orang', 'haka', 'masuk', 'fase', 'party']"
167,barusan dirut tarik orang investor bijak bagus hubung orang masuk ubah bijak sinergis lumayan,Negatif,"['barusan', 'dirut', 'tarik', 'orang', 'investor', 'bijak', 'bagus', 'hubung', 'orang', 'masuk', 'ubah', 'bijak', 'sinergis', 'lumayan']"
168,mumpung hilang cari opsi ganti tuju ferry seram arnya simetris santai arb cl super ketat money management,Negatif,"['mumpung', 'hilang', 'cari', 'opsi', 'ganti', 'tuju', 'ferry', 'seram', 'arnya', 'simetris', 'santai', 'arb', 'cl', 'super', 'ketat', 'money', 'management']"
169,nama cut your loss and protect your profit berkat semenjak sharing alam cut your loss and protect your profit atao sederhana jaga modal salah ajar salah notes salah htf ts sl,Negatif,"['nama', 'cut', 'your', 'loss', 'and', 'protect', 'your', 'profit', 'berkat', 'semenjak', 'sharing', 'alam', 'cut', 'your', 'loss', 'and', 'protect', 'your', 'profit', 'atao', 'sederhana', 'jaga', 'modal', 'salah', 'ajar', 'salah', 'notes', 'salah', 'htf', 'ts', 'sl']"
170,cutloss profit maksud pasang stoploss turun,Negatif,"['cutloss', 'profit', 'maksud', 'pasang', 'stoploss', 'turun']"
171,coba next trade never average down loss salah masuk cepat cari opportunity minervini average down nyata just cut if you pakai wrong decision,Negatif,"['coba', 'next', 'trade', 'never', 'average', 'down', 'loss', 'salah', 'masuk', 'cepat', 'cari', 'opportunity', 'minervini', 'average', 'down', 'nyata', 'just', 'cut', 'if', 'you', 'pakai', 'wrong', 'decision']"
172,average ragu average down naik duluan diskusi via pm bantah jelek cari second opini,Negatif,"['average', 'ragu', 'average', 'down', 'naik', 'duluan', 'diskusi', 'via', 'pm', 'bantah', 'jelek', 'cari', 'second', 'opini']"
173,ragu rakhmad tinggi uptrend topik average down,Negatif,"['ragu', 'rakhmad', 'tinggi', 'uptrend', 'topik', 'average', 'down']"
174,average down hasil break even modal butuh tunggu reversalnya average down beli kode rendah harap naik breakevennya atao cutloss beli harap naik kode beda salah posisi average down pindah,Negatif,"['average', 'down', 'hasil', 'break', 'even', 'modal', 'butuh', 'tunggu', 'reversalnya', 'average', 'down', 'beli', 'kode', 'rendah', 'harap', 'naik', 'breakevennya', 'atao', 'cutloss', 'beli', 'harap', 'naik', 'kode', 'beda', 'salah', 'posisi', 'average', 'down', 'pindah']"
175,turun average down bottom,Negatif,"['turun', 'average', 'down', 'bottom']"
176,paham resiko loss susah ambil putus cut loss,Negatif,"['paham', 'resiko', 'loss', 'susah', 'ambil', 'putus', 'cut', 'loss']"
177,putus pinjam kta lubang hitam mending natural wish,Negatif,"['putus', 'pinjam', 'kta', 'lubang', 'hitam', 'mending', 'natural', 'wish']"
178,cut lost beli asyik biar join ngobrol ijin cutloss,Negatif,"['cut', 'lost', 'beli', 'asyik', 'biar', 'join', 'ngobrol', 'ijin', 'cutloss']"
179,bingung rangkai cut lost beli asyik biar join ngobrol,Negatif,"['bingung', 'rangkai', 'cut', 'lost', 'beli', 'asyik', 'biar', 'join', 'ngobrol']"
180,mending pinjam trading ketimbang margin margin margin call force sell pinjam loh pinjam pakai trading pakai margin kurang,Negatif,"['mending', 'pinjam', 'trading', 'ketimbang', 'margin', 'margin', 'margin', 'call', 'force', 'sell', 'pinjam', 'loh', 'pinjam', 'pakai', 'trading', 'pakai', 'margin', 'kurang']"
181,arb,Negatif,['arb']
182,ta kuat loss pahit loss ambrol sisa leveragenya dashyat ratus kali lipat margin,Negatif,"['ta', 'kuat', 'loss', 'pahit', 'loss', 'ambrol', 'sisa', 'leveragenya', 'dashyat', 'ratus', 'kali', 'lipat', 'margin']"
183,back tes kenaikanorpenurunan ex date pptx senang,Negatif,"['back', 'tes', 'kenaikanorpenurunan', 'ex', 'date', 'pptx', 'senang']"
184,intensi garis hitam sinyal jual by candle hebat gpl naik sinyal sell muncul muncul hammer when to buy,Negatif,"['intensi', 'garis', 'hitam', 'sinyal', 'jual', 'by', 'candle', 'hebat', 'gpl', 'naik', 'sinyal', 'sell', 'muncul', 'muncul', 'hammer', 'when', 'to', 'buy']"
185,passion tarik gin arb arb market koreksi trader join pasang stoploss jamin arb liquid,Negatif,"['passion', 'tarik', 'gin', 'arb', 'arb', 'market', 'koreksi', 'trader', 'join', 'pasang', 'stoploss', 'jamin', 'arb', 'liquid']"
186,ascending base struktur volume kurang bagus tarik gila khawatir,Negatif,"['ascending', 'base', 'struktur', 'volume', 'kurang', 'bagus', 'tarik', 'gila', 'khawatir']"
187,swing low confirmed moga last chance to buy before start to tes bottom jutha turun lap keu jelek jaga bandar,Negatif,"['swing', 'low', 'confirmed', 'moga', 'last', 'chance', 'to', 'buy', 'before', 'start', 'to', 'tes', 'bottom', 'jutha', 'turun', 'lap', 'keu', 'jelek', 'jaga', 'bandar']"
188,aduh clra arb,Negatif,"['aduh', 'clra', 'arb']"
189,ngamuk,Negatif,['ngamuk']
190,bid palsu kuat nanjak,Negatif,"['bid', 'palsu', 'kuat', 'nanjak']"
191,mudik maksud kadang analisa ilmu kena prank koit,Negatif,"['mudik', 'maksud', 'kadang', 'analisa', 'ilmu', 'kena', 'prank', 'koit']"
192,mudik,Negatif,['mudik']
193,cerita kd go private durian runtuh kali gagal go private kurang seru,Negatif,"['cerita', 'kd', 'go', 'private', 'durian', 'runtuh', 'kali', 'gagal', 'go', 'private', 'kurang', 'seru']"
194,cerita kd go private durian runtuh lihat produk go private minim usaha go private pandemi gin,Negatif,"['cerita', 'kd', 'go', 'private', 'durian', 'runtuh', 'lihat', 'produk', 'go', 'private', 'minim', 'usaha', 'go', 'private', 'pandemi', 'gin']"
195,mending cerita kd go private durian runtuh,Negatif,"['mending', 'cerita', 'kd', 'go', 'private', 'durian', 'runtuh']"
196,bosowa bosowa sangka lepas pelan hilang porsi bosowa,Negatif,"['bosowa', 'bosowa', 'sangka', 'lepas', 'pelan', 'hilang', 'porsi', 'bosowa']"
197,kejam right issue bert yglalu masuk ara arb sungguh,Negatif,"['kejam', 'right', 'issue', 'bert', 'yglalu', 'masuk', 'ara', 'arb', 'sungguh']"
198,miris lihat sisa jepang masuk angka banting corona,Negatif,"['miris', 'lihat', 'sisa', 'jepang', 'masuk', 'angka', 'banting', 'corona']"
199,lihat sopir gampang lihat invest kasih kb endal miris lihat sisa,Negatif,"['lihat', 'sopir', 'gampang', 'lihat', 'invest', 'kasih', 'kb', 'endal', 'miris', 'lihat', 'sisa']"
200,lihat sopir gampang lihat invest kasih kb endal bosowa,Negatif,"['lihat', 'sopir', 'gampang', 'lihat', 'invest', 'kasih', 'kb', 'endal', 'bosowa']"
201,masuk msci kalem bandar ugalan takut satpam takut moga jarang nongol,Negatif,"['masuk', 'msci', 'kalem', 'bandar', 'ugalan', 'takut', 'satpam', 'takut', 'moga', 'jarang', 'nongol']"
202,jarang emiten growth cepat all leading to momen ipo tp gerak curam naik cepat turun cepat,Negatif,"['jarang', 'emiten', 'growth', 'cepat', 'all', 'leading', 'to', 'momen', 'ipo', 'tp', 'gerak', 'curam', 'naik', 'cepat', 'turun', 'cepat']"
203,arb masuk arb jantung takut kuat,Negatif,"['arb', 'masuk', 'arb', 'jantung', 'takut', 'kuat']"
204,arb masuk,Negatif,"['arb', 'masuk']"
205,sangkut dosa jual,Negatif,"['sangkut', 'dosa', 'jual']"
206,ara biar jebol resisten biar htf oke htf base kuat gagal confirm pattern volume delay roket roket roket,Negatif,"['ara', 'biar', 'jebol', 'resisten', 'biar', 'htf', 'oke', 'htf', 'base', 'kuat', 'gagal', 'confirm', 'pattern', 'volume', 'delay', 'roket', 'roket', 'roket']"
207,menit open jual asing buruk,Negatif,"['menit', 'open', 'jual', 'asing', 'buruk']"
208,sedih ghost,Negatif,"['sedih', 'ghost']"
209,bursa merah merah tampil merah merah senyum sakit,Negatif,"['bursa', 'merah', 'merah', 'tampil', 'merah', 'merah', 'senyum', 'sakit']"
210,bursa merah merah merah aplikasi protrader bug lihat indeks,Negatif,"['bursa', 'merah', 'merah', 'merah', 'aplikasi', 'protrader', 'bug', 'lihat', 'indeks']"
211,bursa hijau merah bursa merah merah,Negatif,"['bursa', 'hijau', 'merah', 'bursa', 'merah', 'merah']"
212,arb arb rasio milik kali exdate proses hitung valid,Negatif,"['arb', 'arb', 'rasio', 'milik', 'kali', 'exdate', 'proses', 'hitung', 'valid']"
213,exdate arb,Negatif,"['exdate', 'arb']"
214,sell on news hancur tia,Negatif,"['sell', 'on', 'news', 'hancur', 'tia']"
215,distribusi akumulasi bikin flag selling klimaks volume turun rendah,Negatif,"['distribusi', 'akumulasi', 'bikin', 'flag', 'selling', 'klimaks', 'volume', 'turun', 'rendah']"
216,lintang jalan tol putar tanjung harap tren digital stuck coba kapal digital stuck,Negatif,"['lintang', 'jalan', 'tol', 'putar', 'tanjung', 'harap', 'tren', 'digital', 'stuck', 'coba', 'kapal', 'digital', 'stuck']"
217,turun,Negatif,['turun']
218,hold donk cz semenjak break ema setia ema jual trend arah ema potong bawah ema,Netral,"['hold', 'donk', 'cz', 'semenjak', 'break', 'ema', 'setia', 'ema', 'jual', 'trend', 'arah', 'ema', 'potong', 'bawah', 'ema']"
219,mohon kena average down ketik cz tipe trend folowing salah entri hold cl candle close dibwh buyback avgdown sentuh mantap ema pasang sl dibwh ema,Netral,"['mohon', 'kena', 'average', 'down', 'ketik', 'cz', 'tipe', 'trend', 'folowing', 'salah', 'entri', 'hold', 'cl', 'candle', 'close', 'dibwh', 'buyback', 'avgdown', 'sentuh', 'mantap', 'ema', 'pasang', 'sl', 'dibwh', 'ema']"
220,beli break mad maw tp pethakilan teknik entry bagus hold jual cuan andai hold,Netral,"['beli', 'break', 'mad', 'maw', 'tp', 'pethakilan', 'teknik', 'entry', 'bagus', 'hold', 'jual', 'cuan', 'andai', 'hold']"
221,beli tinggi average sentuh cl pantau untung tahan mental beli area necklinenya,Netral,"['beli', 'tinggi', 'average', 'sentuh', 'cl', 'pantau', 'untung', 'tahan', 'mental', 'beli', 'area', 'necklinenya']"
222,cutloss modal habis pakai dingin mending hold,Netral,"['cutloss', 'modal', 'habis', 'pakai', 'dingin', 'mending', 'hold']"
223,atao lusa halt rui libur,Netral,"['atao', 'lusa', 'halt', 'rui', 'libur']"
224,komentar black crows black crows openingnya body tekan bawah kali sudaha hammer dorong volume pribadi tunggu kisar,Netral,"['komentar', 'black', 'crows', 'black', 'crows', 'openingnya', 'body', 'tekan', 'bawah', 'kali', 'sudaha', 'hammer', 'dorong', 'volume', 'pribadi', 'tunggu', 'kisar']"
225,sabar diam ngumpulin nyungsep bawah gerak gera,Netral,"['sabar', 'diam', 'ngumpulin', 'nyungsep', 'bawah', 'gerak', 'gera']"
226,wiihh cakep moga hold cut loss,Netral,"['wiihh', 'cakep', 'moga', 'hold', 'cut', 'loss']"
227,masuk msci jaga sevolatile tinggal tdr,Netral,"['masuk', 'msci', 'jaga', 'sevolatile', 'tinggal', 'tdr']"
228,alot,Netral,['alot']
229,bursa merah merah bursa merah halt,Netral,"['bursa', 'merah', 'merah', 'bursa', 'merah', 'halt']"
230,area demand kumpul in,Positif,"['area', 'demand', 'kumpul', 'in']"
231,alas naik tinggi naik multibagger fundamental bagus lompat laba ratus dukung jual naik dst,Positif,"['alas', 'naik', 'tinggi', 'naik', 'multibagger', 'fundamental', 'bagus', 'lompat', 'laba', 'ratus', 'dukung', 'jual', 'naik', 'dst']"
232,sales road to moga semesta dukung,Positif,"['sales', 'road', 'to', 'moga', 'semesta', 'dukung']"
233,potensi bentuk cup and handle eko bawono ssp gagal lihat volume dukung time frame,Positif,"['potensi', 'bentuk', 'cup', 'and', 'handle', 'eko', 'bawono', 'ssp', 'gagal', 'lihat', 'volume', 'dukung', 'time', 'frame']"
234,kuat,Positif,['kuat']
235,arb jilid pasca cum date ri sentimen mini terbang may market ri sukses bagus jaga lihat ri goreng kencang terbang,Positif,"['arb', 'jilid', 'pasca', 'cum', 'date', 'ri', 'sentimen', 'mini', 'terbang', 'may', 'market', 'ri', 'sukses', 'bagus', 'jaga', 'lihat', 'ri', 'goreng', 'kencang', 'terbang']"
236,beli kondisi gin arb ngetem ngetem untung goreng,Positif,"['beli', 'kondisi', 'gin', 'arb', 'ngetem', 'ngetem', 'untung', 'goreng']"
237,volume angkat bandar atao ritel bandar angkat ara jilid bandar ritel question keluarin duit naik volume tinggi kasih cerah,Positif,"['volume', 'angkat', 'bandar', 'atao', 'ritel', 'bandar', 'angkat', 'ara', 'jilid', 'bandar', 'ritel', 'question', 'keluarin', 'duit', 'naik', 'volume', 'tinggi', 'kasih', 'cerah']"
238,takut gila,Positif,"['takut', 'gila']"
239,member sangkut lihat naik sangkut,Positif,"['member', 'sangkut', 'lihat', 'naik', 'sangkut']"
240,jebak arb maksud antri bandar opening pasang jual sisa doa moga beli,Positif,"['jebak', 'arb', 'maksud', 'antri', 'bandar', 'opening', 'pasang', 'jual', 'sisa', 'doa', 'moga', 'beli']"
241,ara,Positif,['ara']
242,astaga jantung kuat arb ara,Positif,"['astaga', 'jantung', 'kuat', 'arb', 'ara']"
243,selamat era ara,Positif,"['selamat', 'era', 'ara']"
244,sesi ara,Positif,"['sesi', 'ara']"
245,candle volume tinggi candle candle volume tinggi ssp,Positif,"['candle', 'volume', 'tinggi', 'candle', 'candle', 'volume', 'tinggi', 'ssp']"
246,tinggal kereta roket roket,Positif,"['tinggal', 'kereta', 'roket', 'roket']"
247,sadar volume lumayan tanda turun volume beli naik,Positif,"['sadar', 'volume', 'lumayan', 'tanda', 'turun', 'volume', 'beli', 'naik']"
248,dividen final rp lembar adjustment kurang dividen interim rp sisa rp lembar cum wow naik tahan,Positif,"['dividen', 'final', 'rp', 'lembar', 'adjustment', 'kurang', 'dividen', 'interim', 'rp', 'sisa', 'rp', 'lembar', 'cum', 'wow', 'naik', 'tahan']"
249,dividen final rp lembar adjustment kurang dividen interim rp sisa rp lembar cum date ex date rec date payment date,Positif,"['dividen', 'final', 'rp', 'lembar', 'adjustment', 'kurang', 'dividen', 'interim', 'rp', 'sisa', 'rp', 'lembar', 'cum', 'date', 'ex', 'date', 'rec', 'date', 'payment', 'date']"
250,fibonacci usaha clover beli jebol tarik,Positif,"['fibonacci', 'usaha', 'clover', 'beli', 'jebol', 'tarik']"
251,tarik,Positif,['tarik']
252,tarik,Positif,['tarik']
253,beli buy if break market jalan,Positif,"['beli', 'buy', 'if', 'break', 'market', 'jalan']"
254,naik naik atao turun ngarep naik,Positif,"['naik', 'naik', 'atao', 'turun', 'ngarep', 'naik']"
255,ayo entry jual,Positif,"['ayo', 'entry', 'jual']"
256,naik beli,Positif,"['naik', 'beli']"
257,naik,Positif,['naik']
258,clover universal milik centratama entitas northstar advisors pte ayo haka,Positif,"['clover', 'universal', 'milik', 'centratama', 'entitas', 'northstar', 'advisors', 'pte', 'ayo', 'haka']"
259,gas,Positif,['gas']
260,happy kali untung senang,Positif,"['happy', 'kali', 'untung', 'senang']"
261,break confirm ssp haka member traders,Positif,"['break', 'confirm', 'ssp', 'haka', 'member', 'traders']"
262,break confirm ssp tunggu break average up break confirm ssp lupa missleading,Positif,"['break', 'confirm', 'ssp', 'tunggu', 'break', 'average', 'up', 'break', 'confirm', 'ssp', 'lupa', 'missleading']"
263,ramai biaya bandar rusak ardiyan break cicil all in tunggu candle konfirmasi jum at hitung weekly hubung jum at tanggal merah,Positif,"['ramai', 'biaya', 'bandar', 'rusak', 'ardiyan', 'break', 'cicil', 'all', 'in', 'tunggu', 'candle', 'konfirmasi', 'jum', 'at', 'hitung', 'weekly', 'hubung', 'jum', 'at', 'tanggal', 'merah']"
264,average up atur average up,Positif,"['average', 'up', 'atur', 'average', 'up']"
265,break confirm ssp tunggu break average up ssp weekly daily konfirmasi average up confirm alas ri urus,Positif,"['break', 'confirm', 'ssp', 'tunggu', 'break', 'average', 'up', 'ssp', 'weekly', 'daily', 'konfirmasi', 'average', 'up', 'confirm', 'alas', 'ri', 'urus']"
266,ramai ramai in,Positif,"['ramai', 'ramai', 'in']"
267,break confirm ssp curi start duluan,Positif,"['break', 'confirm', 'ssp', 'curi', 'start', 'duluan']"
268,masuk tawar,Positif,"['masuk', 'tawar']"
269,break confirm ssp mantap fullcash tunggu ssp tunggu,Positif,"['break', 'confirm', 'ssp', 'mantap', 'fullcash', 'tunggu', 'ssp', 'tunggu']"
270,break confirm ssp,Positif,"['break', 'confirm', 'ssp']"
271,gd haka,Positif,"['gd', 'haka']"
272,repo,Positif,['repo']
273,valid buy,Positif,"['valid', 'buy']"
274,seram pagar,Positif,"['seram', 'pagar']"
275,gas gas in,Positif,"['gas', 'gas', 'in']"
276,gas,Positif,['gas']
277,trading beli,Positif,"['trading', 'beli']"
278,rumor beli digital colony,Positif,"['rumor', 'beli', 'digital', 'colony']"
279,dividen rp woy,Positif,"['dividen', 'rp', 'woy']"
280,ri tanggal bom tanggal kerek tanggal ri,Positif,"['ri', 'tanggal', 'bom', 'tanggal', 'kerek', 'tanggal', 'ri']"
281,ciamik,Positif,['ciamik']
282,caution is buy for tower heard buying at around usdmn this is very pricing as we are expecting at around usd tower sales value positive for as strengthens balance sheet and ample of capital for future spectrum akusisi lelah announced their for ri targeting to issue bn shares,Positif,"['caution', 'is', 'buy', 'for', 'tower', 'heard', 'buying', 'at', 'around', 'usdmn', 'this', 'is', 'very', 'pricing', 'as', 'we', 'are', 'expecting', 'at', 'around', 'usd', 'tower', 'sales', 'value', 'positive', 'for', 'as', 'strengthens', 'balance', 'sheet', 'and', 'ample', 'of', 'capital', 'for', 'future', 'spectrum', 'akusisi', 'lelah', 'announced', 'their', 'for', 'ri', 'targeting', 'to', 'issue', 'bn', 'shares']"
283,lupa bo kayak,Positif,"['lupa', 'bo', 'kayak']"
284,usaha fase downtrend coba tembus level psikologis recommendation spec buy target price target price stop loss disclaimer credit idx,Positif,"['usaha', 'fase', 'downtrend', 'coba', 'tembus', 'level', 'psikologis', 'recommendation', 'spec', 'buy', 'target', 'price', 'target', 'price', 'stop', 'loss', 'disclaimer', 'credit', 'idx']"
285,terbang ayo,Positif,"['terbang', 'ayo']"
286,haka,Positif,['haka']
287,isu amonia naik gas,Positif,"['isu', 'amonia', 'naik', 'gas']"
288,naik volume htf gagal,Positif,"['naik', 'volume', 'htf', 'gagal']"
289,rebound,Positif,['rebound']
290,bagus cukai batal,Positif,"['bagus', 'cukai', 'batal']"
291,hijau tebal hijau transaksi hijau emiten bakar,Negatif,"['hijau', 'tebal', 'hijau', 'transaksi', 'hijau', 'emiten', 'bakar']"
292,hijau transaksi miskin bandar rombong ziarah religi bandar dikrangkeng goreng,Negatif,"['hijau', 'transaksi', 'miskin', 'bandar', 'rombong', 'ziarah', 'religi', 'bandar', 'dikrangkeng', 'goreng']"
293,hijau transaksi miskin bandar rombong ziarah religi,Negatif,"['hijau', 'transaksi', 'miskin', 'bandar', 'rombong', 'ziarah', 'religi']"
294,road to moga semesta dukung sayang semesta dukung,Negatif,"['road', 'to', 'moga', 'semesta', 'dukung', 'sayang', 'semesta', 'dukung']"
295,kunci arb kunci bandar lihat kaya ritel berani masuk,Negatif,"['kunci', 'arb', 'kunci', 'bandar', 'lihat', 'kaya', 'ritel', 'berani', 'masuk']"
296,kunci arb kunci bandar,Negatif,"['kunci', 'arb', 'kunci', 'bandar']"
297,coba gagal jam buka arb sangkut pasang arb kunci lepas kunci buy,Negatif,"['coba', 'gagal', 'jam', 'buka', 'arb', 'sangkut', 'pasang', 'arb', 'kunci', 'lepas', 'kunci', 'buy']"
